i,j,val,ci,cj
0,104,3.26e-03,0,0
0,107,9.45e-04,0,0
0,171,7.40e-04,0,1
0,189,5.15e-05,0,1
1,86,3.93e-03,0,0
1,87,5.96e-08,0,0
1,137,4.33e-10,0,1
1,156,1.07e-03,0,1
2,15,2.86e-08,0,0
2,26,2.01e-06,0,0
2,51,1.82e-07,0,0
2,100,9.24e-06,0,0
2,113,4.99e-03,0,0
3,47,1.58e-07,0,0
3,70,4.97e-03,0,0
3,89,1.18e-09,0,0
3,190,3.32e-05,0,1
4,84,5.00e-03,0,0
4,137,3.56e-06,0,1
5,61,2.73e-03,0,0
5,83,9.56e-04,0,0
5,90,1.31e-03,0,0
5,178,1.77e-10,0,1
6,16,1.35e-04,0,0
6,61,3.56e-07,0,0
6,83,2.63e-08,0,0
6,90,1.52e-03,0,0
6,103,9.14e-06,0,0
6,178,3.34e-03,0,1
7,63,6.83e-04,0,0
7,111,8.54e-04,0,0
7,151,3.40e-03,0,1
7,177,5.94e-05,0,1
8,81,2.17e-09,0,0
8,98,5.87e-04,0,0
8,168,8.05e-07,0,1
8,176,1.55e-07,0,1
8,192,4.41e-03,0,1
9,47,6.82e-04,0,0
9,89,4.37e-08,0,0
9,190,4.32e-03,0,1
10,82,3.60e-03,0,0
10,116,1.40e-03,0,1
10,147,3.11e-09,0,1
11,8,1.94e-04,0,0
11,13,1.12e-03,0,0
11,40,3.69e-03,0,0
11,60,7.83e-07,0,0
12,20,4.93e-03,0,0
12,36,6.95e-05,0,0
12,78,4.72e-10,0,0
13,21,8.25e-06,0,0
13,92,4.65e-03,0,0
13,173,3.44e-04,0,1
14,11,1.47e-04,0,0
14,18,4.15e-03,0,0
14,33,2.26e-06,0,0
14,43,7.04e-04,0,0
15,117,1.40e-03,0,1
15,128,4.32e-05,0,1
15,139,3.56e-03,0,1
16,65,6.33e-04,0,0
16,98,9.83e-06,0,0
16,176,4.36e-03,0,1
17,84,1.93e-06,0,0
17,86,1.60e-06,0,0
17,137,5.00e-03,0,1
17,159,4.04e-09,0,1
18,8,4.73e-03,0,0
18,40,1.77e-04,0,0
18,88,7.27e-06,0,0
18,124,8.20e-05,0,1
19,26,4.73e-03,0,0
19,73,2.71e-04,0,0
20,94,3.56e-03,0,0
20,183,1.44e-03,0,1
21,43,6.43e-04,0,0
21,45,5.05e-04,0,0
21,71,3.98e-10,0,0
21,143,1.89e-04,0,1
21,157,3.15e-03,0,1
21,191,5.12e-04,0,1
22,21,2.87e-03,0,0
22,75,5.46e-10,0,0
22,103,1.52e-04,0,0
22,127,1.98e-03,0,1
22,173,2.50e-06,0,1
23,32,1.39e-10,0,0
23,52,4.20e-09,0,0
23,59,4.74e-03,0,0
23,174,2.56e-04,0,1
24,89,5.00e-03,0,0
24,182,3.74e-06,0,1
25,55,2.27e-08,0,0
25,102,1.20e-07,0,0
25,104,6.49e-04,0,0
25,107,8.55e-05,0,0
25,109,1.44e-10,0,0
25,130,2.02e-10,0,1
25,171,4.26e-03,0,1
25,184,1.47e-10,0,1
25,189,6.36e-06,0,1
26,117,9.86e-05,0,1
26,128,4.90e-03,0,1
26,139,3.08e-06,0,1
27,8,3.91e-08,0,0
27,40,1.91e-07,0,0
27,88,4.99e-03,0,0
27,148,7.29e-06,0,1
28,16,1.61e-04,0,0
28,61,2.49e-04,0,0
28,83,3.40e-08,0,0
28,90,2.49e-05,0,0
28,103,2.90e-03,0,0
28,178,1.66e-03,0,1
29,7,4.64e-04,0,0
29,32,9.87e-10,0,0
29,101,1.86e-05,0,0
29,138,4.52e-03,0,1
29,149,4.30e-10,0,1
30,15,4.73e-03,0,0
30,26,2.67e-04,0,0
30,113,7.22e-06,0,0
31,63,2.67e-04,0,0
31,111,4.15e-03,0,0
31,151,5.71e-04,0,1
31,177,1.59e-05,0,1
32,63,3.97e-03,0,0
32,111,3.14e-08,0,0
32,151,1.03e-03,0,1
32,177,4.77e-08,0,1
33,86,1.05e-03,0,0
33,87,1.43e-05,0,0
33,156,3.93e-03,0,1
33,181,5.94e-09,0,1
34,1,4.06e-09,0,0
34,147,3.91e-08,0,1
34,159,5.00e-03,0,1
35,8,5.50e-05,0,0
35,40,4.52e-08,0,0
35,60,4.94e-03,0,0
35,124,1.45e-09,0,1
35,128,2.16e-10,0,1
36,80,1.63e-06,0,0
36,84,1.66e-09,0,0
36,136,5.00e-03,0,1
36,159,1.78e-07,0,1
37,25,4.16e-06,0,0
37,72,4.88e-03,0,0
37,96,6.10e-08,0,0
37,133,1.13e-04,0,1
38,8,1.75e-05,0,0
38,13,3.85e-03,0,0
38,40,1.14e-03,0,0
38,60,1.50e-08,0,0
39,65,4.16e-10,0,0
39,168,1.57e-04,0,1
39,176,5.33e-10,0,1
39,180,4.84e-03,0,1
39,192,2.38e-06,0,1
40,21,2.08e-03,0,0
40,75,6.54e-08,0,0
40,91,2.16e-05,0,0
40,92,1.50e-05,0,0
40,173,1.48e-06,0,1
40,198,2.88e-03,0,1
41,102,8.88e-10,0,0
41,104,9.88e-04,0,0
41,109,4.01e-03,0,0
42,21,1.21e-08,0,0
42,92,3.39e-04,0,0
42,103,2.03e-07,0,0
42,111,1.62e-06,0,0
42,173,4.65e-03,0,1
42,177,6.28e-06,0,1
43,46,8.10e-05,0,0
43,124,4.92e-03,0,1
44,50,1.35e-03,0,0
44,75,2.13e-03,0,0
44,145,1.52e-03,0,1
