i,j,val,ci,cj
0,0,2.76e-03,0,0
0,134,2.24e-03,0,1
1,1,4.56e-03,0,0
1,33,4.40e-04,0,0
2,75,3.69e-09,0,0
2,115,4.85e-03,0,1
2,150,1.53e-04,0,1
3,116,5.00e-03,0,1
3,170,1.36e-09,0,1
4,17,3.38e-06,0,0
4,117,5.00e-03,0,1
5,5,4.86e-03,0,0
5,6,5.89e-05,0,0
5,144,8.15e-05,0,1
5,167,1.82e-06,0,1
6,5,5.88e-05,0,0
6,6,2.87e-03,0,0
6,144,2.07e-03,0,1
7,7,2.62e-03,0,0
7,31,1.93e-03,0,0
7,32,4.45e-04,0,0
7,172,5.07e-10,0,1
8,13,9.54e-09,0,0
8,40,1.00e-03,0,0
8,125,4.00e-03,0,1
9,9,5.00e-03,0,0
9,116,1.34e-10,0,1
10,10,4.99e-03,0,0
10,46,6.35e-06,0,0
10,88,5.64e-08,0,0
10,153,8.09e-09,0,1
11,38,2.14e-03,0,0
11,128,2.86e-03,0,1
12,12,5.00e-03,0,0
12,51,3.30e-07,0,0
12,52,1.02e-06,0,0
13,13,4.99e-03,0,0
13,40,1.09e-05,0,0
13,125,9.54e-09,0,1
14,14,5.00e-03,0,0
14,76,5.45e-10,0,0
14,133,3.14e-06,0,1
15,15,4.92e-03,0,0
15,140,7.93e-05,0,1
16,16,5.00e-03,0,0
16,86,2.61e-06,0,0
17,17,5.00e-03,0,0
17,117,3.38e-06,0,1
18,18,5.00e-03,0,0
18,143,2.27e-10,0,1
19,19,4.99e-03,0,0
19,54,1.24e-05,0,0
20,36,6.74e-10,0,0
20,129,5.00e-03,0,1
21,14,3.09e-06,0,0
21,76,2.45e-05,0,0
21,92,8.54e-06,0,0
21,133,4.96e-03,0,1
22,22,3.53e-03,0,0
22,48,1.47e-03,0,0
23,23,3.70e-03,0,0
23,176,1.30e-03,0,1
24,24,5.00e-03,0,0
25,0,2.24e-03,0,0
25,134,2.76e-03,0,1
26,15,7.93e-05,0,0
26,73,4.31e-07,0,0
26,140,4.92e-03,0,1
27,18,2.61e-10,0,0
27,143,5.00e-03,0,1
28,5,8.14e-05,0,0
28,6,2.07e-03,0,0
28,144,2.85e-03,0,1
29,55,5.01e-08,0,0
29,91,3.82e-06,0,0
29,145,5.00e-03,0,1
30,69,1.07e-07,0,0
30,115,1.53e-04,0,1
30,150,4.85e-03,0,1
31,7,1.93e-03,0,0
31,31,3.00e-03,0,0
31,32,7.01e-05,0,0
31,172,4.41e-10,0,1
32,7,4.45e-04,0,0
32,31,7.01e-05,0,0
32,32,4.48e-03,0,0
32,172,1.04e-08,0,1
33,1,4.40e-04,0,0
33,33,4.56e-03,0,0
34,10,9.72e-09,0,0
34,46,4.18e-10,0,0
34,78,1.68e-10,0,0
34,153,5.00e-03,0,1
35,35,5.00e-03,0,0
36,36,4.97e-03,0,0
36,78,3.10e-05,0,0
36,129,2.86e-10,0,1
37,37,5.00e-03,0,0
