i,j,val,ci,cj
0,5,2.97e-04,0,0
0,10,3.34e-03,0,0
0,67,1.11e-07,0,0
0,183,1.37e-03,0,1
1,12,3.84e-03,0,0
1,51,7.82e-04,0,0
1,193,3.82e-04,0,1
2,41,8.50e-09,0,0
2,64,4.66e-05,0,0
2,65,8.95e-10,0,0
2,81,1.06e-03,0,0
2,98,3.87e-03,0,0
2,176,1.47e-05,0,1
3,126,2.01e-03,0,1
3,152,2.99e-03,0,1
4,12,1.14e-08,0,0
4,52,4.96e-03,0,0
4,193,3.71e-05,0,1
5,28,2.42e-07,0,0
5,77,4.92e-03,0,0
5,118,8.64e-06,0,1
5,121,6.90e-05,0,1
6,47,2.33e-03,0,0
6,77,6.16e-07,0,0
6,121,5.82e-08,0,1
6,190,2.67e-03,0,1
7,38,1.98e-03,0,0
7,125,2.07e-03,0,1
7,129,9.43e-04,0,1
7,134,6.24e-07,0,1
8,7,2.43e-04,0,0
8,32,4.47e-03,0,0
8,101,9.33e-05,0,0
8,138,1.99e-04,0,1
9,126,2.99e-03,0,1
9,165,2.01e-03,0,1
9,172,4.81e-10,0,1
10,7,4.01e-03,0,0
10,32,4.72e-04,0,0
10,138,5.15e-04,0,1
11,55,2.13e-03,0,0
11,135,3.46e-08,0,1
11,155,2.53e-03,0,1
11,184,3.46e-04,0,1
12,15,5.26e-07,0,0
12,26,1.19e-05,0,0
12,73,1.91e-03,0,0
12,106,2.82e-03,0,0
12,185,2.58e-04,0,1
13,129,9.15e-05,0,1
13,149,4.91e-03,0,1
14,16,8.13e-05,0,0
14,44,7.18e-06,0,0
14,178,4.91e-03,0,1
15,104,1.84e-04,0,0
15,107,4.28e-03,0,0
15,189,5.34e-04,0,1
16,22,1.58e-03,0,0
16,154,3.42e-03,0,1
17,12,9.95e-04,0,0
17,52,3.66e-05,0,0
17,193,3.97e-03,0,1
18,55,3.85e-04,0,0
18,135,4.62e-03,0,1
18,155,1.07e-07,0,1
18,182,6.16e-09,0,1
19,115,3.38e-03,0,1
19,132,1.62e-03,0,1
20,49,1.02e-07,0,0
20,60,4.98e-03,0,0
20,139,1.20e-05,0,1
20,169,7.78e-06,0,1
21,16,8.26e-04,0,0
21,44,3.82e-03,0,0
21,46,2.50e-04,0,0
21,63,1.53e-06,0,0
21,88,2.70e-07,0,0
21,124,9.90e-05,0,1
21,178,4.83e-07,0,1
22,62,1.28e-03,0,0
22,70,3.72e-03,0,0
22,190,2.90e-09,0,1
23,19,9.63e-04,0,0
23,146,4.44e-08,0,1
23,158,4.04e-03,0,1
23,180,7.42e-08,0,1
23,184,3.97e-09,0,1
24,14,3.06e-09,0,0
24,105,1.71e-03,0,0
24,162,3.84e-07,0,1
24,197,3.29e-03,0,1
25,5,1.49e-05,0,0
25,10,1.17e-03,0,0
25,67,2.03e-04,0,0
25,183,3.61e-03,0,1
25,197,1.36e-09,0,1
26,104,1.98e-04,0,0
26,107,7.16e-04,0,0
26,189,4.09e-03,0,1
27,135,3.85e-04,0,1
27,182,4.61e-03,0,1
28,28,3.41e-07,0,0
28,47,2.67e-03,0,0
28,77,4.89e-07,0,0
28,118,2.75e-08,0,1
28,121,4.31e-04,0,1
28,190,1.90e-03,0,1
29,53,1.09e-05,0,0
29,131,4.99e-03,0,1
29,168,8.88e-07,0,1
29,192,1.01e-07,0,1
30,41,4.65e-06,0,0
30,64,4.96e-03,0,0
30,81,3.57e-05,0,0
31,38,3.51e-04,0,0
31,125,2.60e-04,0,1
31,129,3.96e-03,0,1
31,134,4.27e-04,0,1
32,38,2.34e-03,0,0
32,125,2.66e-03,0,1
32,129,4.70e-09,0,1
33,12,1.70e-04,0,0
33,51,4.22e-03,0,0
33,93,2.53e-07,0,0
33,193,6.12e-04,0,1
34,52,4.94e-07,0,0
34,174,5.00e-03,0,1
35,55,4.10e-10,0,0
35,155,1.27e-09,0,1
35,171,3.82e-04,0,1
35,184,4.62e-03,0,1
36,49,1.29e-03,0,0
36,59,7.57e-06,0,0
36,60,2.66e-09,0,0
36,169,3.70e-03,0,1
37,76,5.00e-03,0,0
38,55,2.49e-03,0,0
