i,j,val,ci,cj
0,75,7.40e-04,0,0
0,99,5.15e-05,0,0
0,104,3.26e-03,0,0
0,107,9.45e-04,0,0
1,137,4.33e-10,0,1
1,156,1.07e-03,0,1
1,178,3.93e-03,0,1
1,180,5.96e-08,0,1
2,15,2.86e-08,0,0
2,26,2.01e-06,0,0
2,51,1.82e-07,0,0
2,100,9.24e-06,0,0
2,113,4.99e-03,0,0
3,47,1.58e-07,0,0
3,70,4.97e-03,0,0
3,89,1.18e-09,0,0
3,105,3.32e-05,0,0
4,137,3.56e-06,0,1
4,176,5.00e-03,0,1
5,61,2.73e-03,0,0
5,83,9.56e-04,0,0
5,86,1.77e-10,0,0
5,90,1.31e-03,0,0
6,61,3.56e-07,0,0
6,83,2.63e-08,0,0
6,86,3.34e-03,0,0
6,90,1.52e-03,0,0
6,103,9.14e-06,0,0
6,124,1.35e-04,0,1
7,45,3.40e-03,0,0
7,63,6.83e-04,0,0
7,85,5.94e-05,0,0
7,111,8.54e-04,0,0
8,21,5.37e-07,0,0
8,49,2.87e-03,0,0
8,171,2.09e-06,0,1
8,198,2.12e-03,0,1
9,47,6.82e-04,0,0
9,89,4.37e-08,0,0
9,105,4.32e-03,0,0
10,116,1.40e-03,0,1
10,147,3.11e-09,0,1
10,175,3.60e-03,0,1
11,13,1.12e-03,0,0
11,40,3.69e-03,0,0
11,60,7.83e-07,0,0
11,123,1.94e-04,0,1
12,36,6.95e-05,0,0
12,144,4.93e-03,0,1
12,186,4.72e-10,0,1
13,21,8.25e-06,0,0
13,76,3.44e-04,0,0
13,92,4.65e-03,0,0
14,37,7.04e-04,0,0
14,125,1.47e-04,0,1
14,129,4.15e-03,0,1
14,139,2.26e-06,0,1
15,1,1.40e-03,0,0
15,17,4.32e-05,0,0
15,33,3.56e-03,0,0
16,78,1.02e-07,0,0
16,129,4.73e-06,0,1
16,135,3.61e-10,0,1
16,139,4.47e-05,0,1
16,145,1.38e-03,0,1
16,155,3.57e-03,0,1
17,137,5.00e-03,0,1
17,159,4.04e-09,0,1
17,176,1.93e-06,0,1
17,178,1.60e-06,0,1
18,10,8.20e-05,0,0
18,40,1.77e-04,0,0
18,88,7.27e-06,0,0
18,123,4.73e-03,0,1
19,26,4.73e-03,0,0
19,73,2.71e-04,0,0
20,136,1.75e-06,0,1
20,160,5.00e-03,0,1
20,174,2.16e-09,0,1
21,37,6.43e-04,0,0
21,143,1.89e-04,0,1
21,151,5.05e-04,0,1
21,157,3.15e-03,0,1
21,168,3.98e-10,0,1
21,191,5.12e-04,0,1
22,14,1.98e-03,0,0
22,21,2.87e-03,0,0
22,76,2.50e-06,0,0
22,103,1.52e-04,0,0
22,171,5.46e-10,0,1
23,32,1.39e-10,0,0
23,52,4.20e-09,0,0
23,59,4.74e-03,0,0
23,80,2.56e-04,0,0
24,89,5.00e-03,0,0
24,91,3.74e-06,0,0
25,23,2.02e-10,0,0
25,55,2.27e-08,0,0
25,75,4.26e-03,0,0
25,94,1.47e-10,0,0
25,99,6.36e-06,0,0
25,102,1.20e-07,0,0
25,104,6.49e-04,0,0
25,107,8.55e-05,0,0
25,109,1.44e-10,0,0
26,1,9.86e-05,0,0
26,17,4.90e-03,0,0
26,33,3.08e-06,0,0
27,40,1.91e-07,0,0
27,42,7.29e-06,0,0
27,88,4.99e-03,0,0
27,123,3.91e-08,0,1
28,61,2.49e-04,0,0
28,83,3.40e-08,0,0
28,86,1.66e-03,0,0
28,90,2.49e-05,0,0
28,103,2.90e-03,0,0
28,124,1.61e-04,0,1
29,7,4.64e-04,0,0
29,31,4.52e-03,0,0
29,32,9.87e-10,0,0
29,43,4.30e-10,0,0
29,101,1.86e-05,0,0
30,15,4.73e-03,0,0
30,26,2.67e-04,0,0
30,113,7.22e-06,0,0
31,45,5.71e-04,0,0
31,63,2.67e-04,0,0
31,85,1.59e-05,0,0
31,111,4.15e-03,0,0
32,45,1.03e-03,0,0
32,63,3.97e-03,0,0
32,85,4.77e-08,0,0
32,111,3.14e-08,0,0
33,156,3.93e-03,0,1
33,178,1.05e-03,0,1
33,180,1.43e-05,0,1
33,181,5.94e-09,0,1
34,117,4.06e-09,0,1
34,147,3.91e-08,0,1
34,159,5.00e-03,0,1
35,10,1.45e-09,0,0
35,17,2.16e-10,0,0
35,40,4.52e-08,0,0
35,60,4.94e-03,0,0
35,123,5.50e-05,0,1
