i,j,val,ci,cj
0,115,2.76e-03,0,1
0,132,2.24e-03,0,1
1,117,4.56e-03,0,1
1,139,4.40e-04,0,1
2,0,4.74e-03,0,0
2,96,1.01e-07,0,0
2,99,2.42e-04,0,0
2,141,1.82e-05,0,1
3,29,5.42e-10,0,0
3,82,2.34e-03,0,0
3,116,2.66e-03,0,1
3,147,1.49e-09,0,1
4,1,3.30e-03,0,0
4,147,1.66e-03,0,1
4,159,2.45e-10,0,1
4,194,4.31e-05,0,1
5,28,8.15e-05,0,0
5,90,1.82e-06,0,0
5,118,4.86e-03,0,1
5,121,5.89e-05,0,1
6,28,2.07e-03,0,0
6,118,5.88e-05,0,1
6,121,2.87e-03,0,1
7,7,2.62e-03,0,0
7,32,4.45e-04,0,0
7,101,5.07e-10,0,0
7,138,1.93e-03,0,1
8,0,8.63e-10,0,0
8,11,5.00e-03,0,0
9,3,1.34e-10,0,0
9,122,5.00e-03,0,1
10,46,6.35e-06,0,0
10,88,5.64e-08,0,0
10,124,4.99e-03,0,1
10,142,8.09e-09,0,1
11,6,1.23e-03,0,0
11,17,3.77e-03,0,0
11,54,1.52e-08,0,0
12,12,5.00e-03,0,0
12,51,3.30e-07,0,0
12,52,1.02e-06,0,0
13,8,9.54e-09,0,0
13,13,4.99e-03,0,0
13,40,1.09e-05,0,0
14,21,3.14e-06,0,0
14,127,5.00e-03,0,1
14,173,5.45e-10,0,1
15,15,4.92e-03,0,0
15,26,7.93e-05,0,0
16,16,5.00e-03,0,0
16,178,2.61e-06,0,1
17,4,3.38e-06,0,0
17,128,5.00e-03,0,1
18,129,5.00e-03,0,1
18,134,2.27e-10,0,1
19,19,4.99e-03,0,0
19,158,1.24e-05,0,1
20,18,4.92e-03,0,0
20,33,4.59e-06,0,0
20,50,1.28e-06,0,0
20,145,1.70e-05,0,1
20,186,5.25e-05,0,1
21,72,9.76e-04,0,0
21,96,3.86e-05,0,0
21,133,3.99e-03,0,1
22,22,3.53e-03,0,0
22,154,1.47e-03,0,1
23,102,1.30e-03,0,0
23,130,3.70e-03,0,1
