id,x,y,label
0,25.832677841186523,11.20908260345459,4 - four
1,16.717119216918945,26.348413467407227,1 - one
2,-12.240274429321289,13.645462036132812,6 - six
3,-24.22579574584961,17.076141357421875,0 - zero
4,15.39695930480957,28.444368362426758,4 - four
5,-14.383030891418457,12.114334106445312,6 - six
6,5.168237209320068,7.398025035858154,5 - five
7,-12.362269401550293,11.26662826538086,6 - six
8,-2.9370644092559814,20.09646987915039,8 - eight
9,20.804468154907227,8.36620044708252,4 - four
10,22.068758010864258,14.654792785644531,7 - seven
11,21.44361114501953,13.090775489807129,7 - seven
12,5.030579566955566,8.903990745544434,5 - five
13,13.440337181091309,7.580971717834473,7 - seven
14,18.064130783081055,12.419404029846191,7 - seven
15,-23.762998580932617,17.123197555541992,0 - zero
16,-20.753067016601562,23.548757553100586,0 - zero
17,22.65723991394043,5.340452194213867,7 - seven
18,27.03133201599121,11.894558906555176,4 - four
19,5.332159042358398,9.442551612854004,5 - five
20,8.695032119750977,7.573156833648682,3 - three
21,-3.426553726196289,14.191251754760742,2 - two
22,-10.47909927368164,9.939772605895996,6 - six
23,12.047652244567871,23.194507598876953,2 - two
24,2.349825859069824,26.3283634185791,8 - eight
25,-3.065147638320923,22.620296478271484,3 - three
26,28.205358505249023,9.706090927124023,4 - four
27,6.002406597137451,21.543338775634766,8 - eight
28,13.537321090698242,19.92582130432129,1 - one
29,16.36476707458496,5.752532958984375,9 - nine
30,-13.393974304199219,9.57542610168457,6 - six
31,15.448360443115234,25.067766189575195,9 - nine
32,22.56339454650879,10.401128768920898,9 - nine
33,-12.37431526184082,15.19946575164795,6 - six
34,-2.4725892543792725,13.13504409790039,2 - two
35,13.334088325500488,23.358232498168945,4 - four
36,8.320296287536621,-6.37765645980835,7 - seven
37,4.931911945343018,20.356624603271484,8 - eight
38,3.5423591136932373,22.89374351501465,8 - eight
39,23.10455322265625,13.999168395996094,7 - seven
40,23.616090774536133,9.094526290893555,4 - four
41,19.17888832092285,13.573850631713867,9 - nine
42,10.618185043334961,26.24627113342285,1 - one
43,23.406755447387695,3.5331859588623047,7 - seven
44,0.7713931202888489,21.001495361328125,5 - five
45,14.186973571777344,2.0882256031036377,4 - four
46,14.59508991241455,5.914315700531006,9 - nine
47,23.656938552856445,15.647480010986328,7 - seven
48,13.173168182373047,0.3093438446521759,4 - four
49,-2.9110915660858154,21.97502899169922,3 - three
50,16.44005012512207,8.121442794799805,9 - nine
51,23.36794662475586,4.446144104003906,7 - seven
