,x,y
0,913.8042544768568,82.78718061266768
1,920.8923560672865,81.9880778246786
2,927.9804576577161,81.19031902449517
3,935.0685592481458,80.39365402823607
4,942.1566608385755,79.59718858040797
5,949.2447624290052,78.74953667603755
6,956.3328640194347,77.86946950180574
7,963.4209656098644,77.10678047988614
8,970.5090672002941,76.30380888202572
9,977.5971687907238,75.46522473707418
10,984.6852703811534,74.62297581815348
11,991.7733719715831,73.78560635388247
12,998.8614735620127,72.96391697682027
13,1005.9495751524423,72.09263784348755
14,1013.037676742872,71.1395782194833
15,1020.1257783333017,70.17777798785964
16,1027.2138799237314,69.33511746046678
17,1034.301981514161,68.5915357052103
18,1041.3900831045908,67.77232865446473
19,1048.4781846950204,66.84036667166166
20,1055.56628628545,66.01016235271432
21,1062.6543878758796,65.04045145399233
22,1069.7424894663093,64.13039378061521
23,1076.830591056739,63.34136561380141
24,1083.9186926471687,62.41207644851393
25,1091.0067942375983,61.57849052554651
26,1098.0948958280278,60.670347154802286
27,1105.1829974184575,59.81224354359493
28,1112.2710990088872,58.9479440651956
29,1119.3592005993169,58.043766771352516
30,1126.4473021897466,57.15939510875286
31,1133.5354037801762,56.26392971518111
32,1140.623505370606,55.370017325638194
33,1147.7116069610356,54.477735943517196
34,1154.7997085514653,53.61243058036407
35,1161.8878101418948,52.70689342521117
36,1168.9759117323244,51.79576588233338
37,1176.0640133227541,50.88968212289877
38,1183.1521149131838,50.00698157957416
39,1190.2402165036135,49.112346221660935
40,1197.3283180940432,48.21771086374771
41,1204.4164196844727,47.32307550583452
42,1211.5045212749023,46.389424269487954
43,1218.592622865332,45.57321328927141
44,1225.6807244557617,44.64144775475521
45,1232.7688260461914,43.668525047290686
46,1239.856927636621,42.76012371448652
47,1246.9450292270508,41.955263358355175
48,1254.0331308174805,41.06062800044196
49,1261.1212324079102,40.077869466720244
50,1268.2093339983396,39.07882810795802
51,1275.2974355887693,38.15449298820479
52,1282.385537179199,37.137250696885516
53,1289.4736387696287,36.1208145441758
54,1296.5617403600584,35.299777391375144
55,1303.649841950488,34.49755900033387
56,1310.7379435409175,33.626455265521734
57,1317.8260451313472,32.71572835820475
58,1324.914146721777,31.75766553916309
59,1332.0022483122066,30.897770992627006
60,1339.0903499026363,29.98667261183803
61,1346.178451493066,29.078072680648237
62,1353.2665530834956,28.169541887999436
63,1360.3546546739253,27.262149199889656
64,1367.442756264355,26.29907684890105
65,1374.5308578547845,25.32896729242785
66,1381.6189594452142,24.357133436128905
67,1388.7070610356438,23.387468451252026
68,1395.7951626260735,22.505739131388477
69,1402.8832642165032,21.467349385263173
70,1409.971365806933,20.421111124926785
71,1417.0594673973624,19.340534228642884
72,1424.147568987792,18.51667736468284
73,1431.2356705782217,17.421724264004663
74,1438.3237721686514,16.14245999772702
75,1445.4118737590811,15.084311044665066
76,1452.4999753495108,13.883782267453185
77,1459.5880769399405,12.490317406037086
78,1466.6761785303702,11.417586077636312
79,1473.7642801207999,10.361804192990112
80,1480.8523817112296,9.274922480124488
81,1487.940483301659,8.006197314132766
82,1495.0285848920887,6.79956073523094
83,1502.1166864825184,5.59250533486458
84,1509.204788072948,4.436790559119104
85,1516.2928896633775,3.171315357990306
86,1523.3809912538072,1.8330874637967025
87,1530.469092844237,0.37519656838875504
88,1537.5571944346666,-1.1502630607185882
89,1544.6452960250963,-2.419181600778298
90,1551.733397615526,-3.6078556453624833
91,1558.8214992059557,-5.273134965234787
92,1565.9096007963853,-6.569354763097417
93,1572.997702386815,-8.184633434008045
94,1580.0858039772447,-9.544382943334321
95,1587.1739055676744,-10.904132452660598
96,1594.2620071581039,-12.202702623149955
97,1601.3501087485336,-13.620835377851419
98,1608.4382103389632,-15.174651972111505
99,1615.526311929393,-16.831601866441446
