,x,y
0,913.8042544768568,148.90962217461296
1,920.8923560672865,147.2626636194535
2,927.9804576577161,145.6157050642941
3,935.0685592481458,143.96874650913466
4,942.1566608385755,142.32178795397522
5,949.2447624290052,140.6748293988158
6,956.3328640194347,139.02787084365636
7,963.4209656098644,137.38091228849694
8,970.5090672002941,135.7339537333375
9,977.5971687907238,134.08699517817809
10,984.6852703811534,132.44003662301864
11,991.7733719715831,130.7930780678592
12,998.8614735620127,129.14611951269978
13,1005.9495751524423,127.49916095754038
14,1013.037676742872,125.81802596925444
15,1020.1257783333017,124.09601887081786
16,1027.2138799237314,122.37401177238128
17,1034.301981514161,120.65200467394472
18,1041.3900831045908,118.92999757550814
19,1048.4781846950204,117.20799047707156
20,1055.56628628545,115.48598337863505
21,1062.6543878758796,113.76397628019846
22,1069.7424894663093,112.0419691817619
23,1076.830591056739,110.31996208332532
24,1083.9186926471687,108.60031778755153
25,1091.0067942375983,106.97181709991409
26,1098.0948958280278,105.56257313028777
27,1105.1829974184575,103.85239823370115
28,1112.2710990088872,102.0479883440372
29,1119.3592005993169,100.49590367051093
30,1126.4473021897466,98.94381899698466
31,1133.5354037801762,97.39173432345838
32,1140.623505370606,95.83746580038023
33,1147.7116069610356,94.28228090247809
34,1154.7997085514653,92.70689663339195
35,1161.8878101418948,91.1135063210882
36,1168.9759117323244,89.57543194688974
37,1176.0640133227541,88.01777477814787
38,1183.1521149131838,86.3754236330573
39,1190.2402165036135,84.73818621995129
40,1197.3283180940432,83.25674577580163
41,1204.4164196844727,81.85748636609654
42,1211.5045212749023,80.3055922082776
43,1218.592622865332,78.81045425505432
44,1225.6807244557617,77.2741956669865
45,1232.7688260461914,75.73674614188195
46,1239.856927636621,74.09798475391099
47,1246.9450292270508,72.40539894511882
48,1254.0331308174805,70.9107682005919
49,1261.1212324079102,69.43884410811738
50,1268.2093339983396,67.88875394223845
51,1275.2974355887693,66.33812110506823
52,1282.385537179199,64.63620034659053
53,1289.4736387696287,63.18974180565751
54,1296.5617403600584,61.428876431908414
55,1303.649841950488,59.309699918412726
56,1310.7379435409175,57.78209031922655
57,1317.8260451313472,56.408868229735056
58,1324.914146721777,54.65058648077355
59,1332.0022483122066,53.37937218494971
60,1339.0903499026363,52.104776389777385
61,1346.178451493066,50.812843844628254
62,1353.2665530834956,49.658996176619894
63,1360.3546546739253,48.74913335573831
64,1367.442756264355,47.24546195432821
65,1374.5308578547845,45.98935150177417
66,1381.6189594452142,44.78577399721199
67,1388.7070610356438,43.97907474838694
68,1395.7951626260735,42.90543539497285
69,1402.8832642165032,42.113282448908734
70,1409.971365806933,41.36416414034255
71,1417.0594673973624,40.57849931667714
72,1424.147568987792,39.7928344930117
73,1431.2356705782217,38.99454380297898
74,1438.3237721686514,38.069281228186505
75,1445.4118737590811,37.18720443613603
76,1452.4999753495108,36.50152394808662
77,1459.5880769399405,35.683536304866095
78,1466.6761785303702,34.82975839687407
79,1473.7642801207999,33.97598048888204
80,1480.8523817112296,33.122202580890004
81,1487.940483301659,32.307451761056406
82,1495.0285848920887,31.58450785570969
83,1502.1166864825184,30.874922912743166
84,1509.204788072948,30.18041918173434
85,1516.2928896633775,29.461591945273085
86,1523.3809912538072,28.781726394201897
87,1530.469092844237,27.997789609399888
88,1537.5571944346666,27.25425637843355
89,1544.6452960250963,26.53356976060529
90,1551.733397615526,25.812883142777025
91,1558.8214992059557,25.092196524948765
92,1565.9096007963853,24.371509907120505
93,1572.997702386815,23.65061472537291
94,1580.0858039772447,22.928214592119723
95,1587.1739055676744,22.20375868432798
96,1594.2620071581039,21.474268477589494
97,1601.3501087485336,20.615502610480743
98,1608.4382103389632,19.892906448304917
99,1615.526311929393,19.216006000261444
