id,x,y,label
0,5.522265434265137,-7.559142589569092,x
1,9.88383674621582,-9.686110496520996,a
2,20.94737434387207,17.735719680786133,x
3,-9.932025909423828,26.343463897705078,e
4,-3.7331936359405518,10.294452667236328,u
5,-4.459412574768066,-12.972150802612305,m
6,26.404647827148438,12.704818725585938,l
7,11.712106704711914,18.004804611206055,v
8,-7.813333988189697,21.3004150390625,r
9,26.114097595214844,-8.04603099822998,f
10,-16.385040283203125,-12.211843490600586,w
11,13.957907676696777,12.852046966552734,k
12,27.118392944335938,14.738507270812988,l
13,34.21479797363281,7.629125118255615,f
14,8.056537628173828,-14.072883605957031,g
15,18.34563636779785,18.491849899291992,x
16,12.806857109069824,28.59019660949707,b
17,19.96181869506836,22.913610458374023,b
18,-1.5560681819915771,-8.12597942352295,m
19,-15.279985427856445,29.50188636779785,c
20,-3.070582151412964,27.039587020874023,b
21,4.661496639251709,9.194855690002441,z
22,-11.493429183959961,16.57018280029297,o
23,-2.9494125843048096,-4.310288429260254,f
24,-3.496149778366089,-8.175196647644043,m
25,11.816865921020508,4.913010597229004,r
26,-14.185661315917969,23.84589385986328,c
27,32.03550338745117,9.60006332397461,i
28,-5.335224151611328,21.291879653930664,c
29,6.9066009521484375,9.662943840026855,g
30,-6.97399377822876,7.1190876960754395,u
31,11.35519027709961,-3.666969060897827,k
32,-16.491796493530273,15.58621597290039,a
33,22.252737045288086,17.355918884277344,i
34,-9.103568077087402,16.983488082885742,o
35,20.18065643310547,25.8389949798584,e
36,13.66205883026123,17.48716926574707,v
37,-7.580136299133301,24.05526351928711,e
38,-3.1505000591278076,-22.235044479370117,w
39,13.915209770202637,28.80615234375,h
40,-7.044908046722412,18.48232650756836,q
41,5.245401859283447,23.503238677978516,j
42,-6.437241077423096,14.223810195922852,e
43,14.47065544128418,1.080855131149292,p
44,-12.885539054870605,19.289621353149414,q
45,24.245304107666016,10.666770935058594,y
46,-0.09184232354164124,31.153671264648438,s
47,-3.5368282794952393,-11.194626808166504,m
48,11.497491836547852,-9.762516975402832,f
49,6.749034881591797,19.490386962890625,v
50,2.584693670272827,-18.43921661376953,h
51,-1.9609293937683105,31.985801696777344,s
52,17.345226287841797,-4.7372727394104,q
53,13.185547828674316,14.166248321533203,k
54,33.91337203979492,8.469057083129883,i
55,8.27710247039795,3.6743862628936768,r
56,0.27806809544563293,8.461841583251953,q
57,4.6052680015563965,19.06285285949707,d
58,-6.08900260925293,26.631555557250977,b
59,3.7460947036743164,22.10007095336914,j
60,-15.764436721801758,30.560014724731445,c
61,8.675019264221191,3.614264726638794,r
62,-14.3016939163208,21.683561325073242,e
63,1.2382378578186035,3.7918174266815186,a
64,33.37886047363281,5.9298834800720215,h
65,-27.135799407958984,14.895726203918457,g
66,2.9487366676330566,21.465967178344727,d
67,2.9193499088287354,22.85004234313965,d
68,-14.650925636291504,27.472631454467773,c
69,-10.751022338867188,15.602094650268555,o
70,15.817099571228027,13.226248741149902,x
71,6.182760238647461,30.598575592041016,j
72,-8.672307968139648,16.27652931213379,o
73,31.72716522216797,10.076892852783203,t
74,31.569686889648438,12.69523811340332,d
75,-7.597483158111572,17.33502197265625,o
76,29.26811981201172,9.347179412841797,k
77,21.90528678894043,11.941065788269043,y
78,-11.539188385009766,14.76824951171875,o
79,31.542774200439453,9.324461936950684,i
80,5.10177755355835,23.002044677734375,j
