i,j,val,ci,cj
0,19,3.33e-03,0,0
0,158,1.67e-03,0,1
1,68,8.73e-04,0,0
1,79,6.20e-04,0,0
1,164,3.51e-03,0,1
2,73,5.09e-08,0,0
2,106,1.94e-08,0,0
2,109,4.49e-10,0,0
2,185,5.00e-03,0,1
3,47,2.51e-04,0,0
3,89,6.82e-05,0,0
3,108,1.50e-10,0,0
3,182,1.85e-07,0,1
3,190,4.68e-03,0,1
4,34,5.00e-03,0,0
4,68,1.61e-09,0,0
5,28,1.08e-08,0,0
5,83,1.69e-03,0,0
5,90,3.31e-03,0,0
5,118,4.44e-07,0,1
5,178,1.63e-08,0,1
6,28,3.25e-04,0,0
6,44,3.15e-03,0,0
6,83,4.18e-10,0,0
6,90,1.42e-03,0,0
6,118,1.04e-05,0,1
6,121,7.10e-08,0,1
6,154,3.48e-06,0,1
6,178,8.91e-05,0,1
7,8,2.74e-04,0,0
7,40,8.69e-06,0,0
7,46,6.60e-07,0,0
7,88,8.03e-04,0,0
7,124,3.91e-03,0,1
8,111,1.60e-04,0,0
8,151,4.61e-06,0,1
8,164,6.14e-07,0,1
8,177,4.83e-03,0,1
9,57,1.20e-04,0,0
9,108,4.88e-03,0,0
10,21,1.03e-04,0,0
10,92,4.36e-03,0,0
10,164,4.01e-06,0,1
10,173,5.30e-04,0,1
10,198,3.24e-08,0,1
11,7,2.05e-03,0,0
11,32,2.64e-03,0,0
11,101,6.96e-06,0,0
11,138,3.04e-04,0,1
12,4,2.36e-08,0,0
12,117,3.73e-03,0,1
12,128,1.07e-03,0,1
12,139,1.97e-04,0,1
13,46,3.30e-10,0,0
13,63,3.25e-04,0,0
13,111,1.58e-04,0,0
13,151,4.52e-03,0,1
14,18,4.91e-03,0,0
14,33,6.42e-05,0,0
14,43,2.64e-05,0,0
15,12,8.52e-07,0,0
15,49,3.59e-08,0,0
15,52,1.91e-03,0,0
15,193,3.09e-03,0,1
16,21,1.59e-03,0,0
16,50,4.36e-07,0,0
16,75,3.22e-03,0,0
16,91,1.83e-09,0,0
16,127,1.91e-04,0,1
16,145,2.63e-07,0,1
16,179,1.32e-08,0,1
17,68,3.68e-03,0,0
17,79,2.16e-06,0,0
17,164,1.32e-03,0,1
18,7,9.70e-04,0,0
18,13,7.04e-05,0,0
18,32,9.81e-09,0,0
18,59,4.11e-07,0,0
18,138,3.96e-03,0,1
18,148,5.65e-09,0,1
19,102,3.95e-03,0,0
19,104,3.70e-07,0,0
19,109,2.24e-05,0,0
19,130,1.02e-03,0,1
20,86,5.00e-03,0,0
20,137,9.50e-09,0,1
21,18,1.88e-09,0,0
21,29,4.00e-10,0,0
21,33,2.72e-05,0,0
21,43,4.97e-03,0,0
22,16,2.28e-03,0,0
22,44,1.82e-08,0,0
22,103,2.71e-03,0,0
22,178,1.08e-05,0,1
23,51,2.44e-04,0,0
23,100,2.67e-04,0,0
23,149,4.49e-03,0,1
24,55,1.78e-07,0,0
24,57,1.55e-05,0,0
24,108,3.53e-09,0,0
24,135,4.98e-03,0,1
24,155,4.28e-09,0,1
24,182,1.15e-06,0,1
25,19,1.67e-03,0,0
25,155,3.73e-09,0,1
25,158,3.33e-03,0,1
25,184,6.66e-10,0,1
26,12,1.61e-05,0,0
26,49,1.40e-08,0,0
26,52,3.09e-03,0,0
26,174,1.89e-03,0,1
26,193,2.32e-09,0,1
27,7,6.65e-07,0,0
27,138,3.32e-04,0,1
27,148,4.67e-03,0,1
28,28,6.76e-07,0,0
28,44,1.85e-03,0,0
28,83,2.49e-09,0,0
28,90,2.70e-04,0,0
28,118,8.84e-08,0,1
28,154,9.08e-09,0,1
28,178,2.88e-03,0,1
29,38,1.60e-06,0,0
29,125,1.20e-07,0,1
29,129,4.75e-03,0,1
29,134,2.52e-04,0,1
29,167,1.94e-10,0,1
30,104,2.21e-05,0,0
30,109,4.98e-03,0,0
30,185,6.88e-08,0,1
31,8,2.24e-04,0,0
31,40,1.71e-05,0,0
31,46,1.28e-07,0,0
31,88,4.20e-03,0,0
31,124,5.58e-04,0,1
32,8,4.39e-03,0,0
32,40,7.38e-05,0,0
32,46,1.69e-09,0,0
32,88,4.31e-07,0,0
32,124,5.33e-04,0,1
33,20,1.74e-05,0,0
33,68,4.49e-04,0,0
33,79,4.38e-03,0,0
33,164,1.55e-04,0,1
34,34,4.63e-10,0,0
34,156,2.39e-09,0,1
34,181,5.00e-03,0,1
35,59,4.96e-03,0,0
35,174,4.43e-05,0,1
36,86,7.20e-08,0,0
36,87,2.72e-04,0,0
36,156,4.73e-03,0,1
37,102,1.55e-05,0,0
37,104,4.98e-03,0,0
37,107,6.63e-06,0,0
37,109,1.01e-09,0,0
37,130,9.51e-08,0,1
38,7,1.98e-03,0,0
38,32,2.36e-03,0,0
38,101,2.49e-04,0,0
38,138,4.07e-04,0,1
39,39,2.42e-04,0,0
39,74,4.75e-03,0,0
39,77,8.59e-08,0,0
39,195,6.56e-06,0,1
40,111,4.37e-03,0,0
40,151,4.65e-04,0,1
40,177,1.66e-04,0,1
41,2,1.39e-09,0,0
41,30,6.07e-07,0,0
41,69,5.00e-03,0,0
42,46,1.07e-05,0,0
42,63,4.68e-03,0,0
42,111,3.14e-04,0,0
42,151,1.52e-09,0,1
43,13,4.93e-03,0,0
43,40,1.87e-05,0,0
43,59,4.65e-05,0,0
43,60,2.54e-06,0,0
44,21,2.85e-03,0,0
44,103,2.03e-03,0,0
44,127,8.15e-06,0,1
44,173,1.08e-04,0,1
45,29,2.17e-06,0,0
45,75,1.51e-10,0,0
45,82,3.94e-03,0,0
45,91,2.07e-07,0,0
45,116,1.06e-03,0,1
45,156,4.04e-06,0,1
46,21,4.46e-04,0,0
46,92,7.29e-08,0,0
46,173,2.90e-08,0,1
46,181,2.23e-06,0,1
46,198,4.55e-03,0,1
47,28,2.68e-03,0,0
47,121,2.32e-03,0,1
48,16,2.72e-03,0,0
48,44,3.73e-06,0,0
48,103,2.61e-04,0,0
48,178,2.02e-03,0,1
49,20,1.75e-07,0,0
49,36,1.35e-03,0,0
49,78,3.65e-03,0,0
50,38,2.45e-03,0,0
50,125,2.55e-03,0,1
50,129,1.10e-07,0,1
50,144,5.17e-09,0,1
50,167,1.73e-07,0,1
51,117,8.48e-04,0,1
51,139,4.15e-03,0,1
52,4,4.95e-03,0,0
52,78,7.85e-09,0,0
52,128,4.74e-05,0,1
52,142,5.11e-07,0,1
53,55,1.08e-04,0,0
53,135,1.23e-05,0,1
53,155,4.85e-03,0,1
53,184,2.90e-05,0,1
54,102,1.03e-03,0,0
54,130,3.97e-03,0,1
55,38,2.52e-03,0,0
55,125,2.22e-03,0,1
55,129,2.56e-04,0,1
55,144,1.82e-09,0,1
55,149,3.30e-10,0,1
55,167,2.96e-09,0,1
56,3,2.48e-05,0,0
56,57,4.86e-03,0,0
56,108,1.15e-04,0,0
57,70,2.84e-04,0,0
57,89,4.71e-03,0,0
57,190,1.04e-06,0,1
58,1,2.74e-03,0,0
58,159,2.26e-03,0,1
59,36,1.09e-05,0,0
59,46,4.99e-03,0,0
59,63,1.09e-09,0,0
59,78,8.53e-10,0,0
60,20,4.97e-03,0,0
60,36,6.22e-09,0,0
60,151,1.33e-05,0,1
60,164,1.43e-05,0,1
60,177,2.42e-09,0,1
61,18,1.03e-07,0,0
61,179,4.32e-03,0,1
61,187,6.75e-04,0,1
62,22,1.30e-03,0,0
62,154,3.70e-03,0,1
63,21,5.66e-06,0,0
63,75,2.18e-06,0,0
63,91,4.54e-03,0,0
63,156,2.54e-09,0,1
63,181,1.14e-08,0,1
63,198,4.48e-04,0,1
64,2,5.32e-05,0,0
64,30,4.95e-03,0,0
64,69,3.21e-07,0,0
65,2,4.64e-10,0,0
65,104,1.26e-08,0,0
65,107,3.38e-03,0,0
65,171,1.14e-09,0,1
65,189,1.62e-03,0,1
66,39,4.76e-03,0,0
66,166,2.07e-04,0,1
66,175,3.46e-05,0,1
67,101,4.75e-03,0,0
67,149,2.54e-04,0,1
68,80,2.10e-06,0,0
68,84,4.80e-03,0,0
68,137,1.96e-04,0,1
69,106,5.00e-03,0,0
69,109,3.52e-08,0,0
69,185,7.74e-09,0,1
70,22,3.70e-03,0,0
70,148,3.34e-04,0,1
70,154,9.64e-04,0,1
71,55,3.46e-03,0,0
71,135,1.15e-06,0,1
71,155,2.71e-05,0,1
71,171,1.26e-03,0,1
71,182,2.78e-06,0,1
71,184,2.44e-04,0,1
72,20,1.04e-05,0,0
72,36,3.64e-03,0,0
72,78,1.35e-03,0,0
73,12,1.93e-03,0,0
73,52,1.96e-08,0,0
73,174,3.07e-03,0,1
74,74,2.49e-04,0,0
74,77,4.75e-03,0,0
74,83,1.28e-09,0,0
75,73,4.73e-03,0,0
75,144,2.68e-04,0,1
75,185,5.21e-09,0,1
76,1,1.42e-09,0,0
76,18,8.57e-08,0,0
76,29,2.41e-04,0,0
76,33,4.76e-03,0,0
76,43,7.30e-07,0,0
76,116,1.29e-10,0,1
77,28,4.60e-06,0,0
77,47,9.93e-09,0,0
77,77,6.37e-09,0,0
77,83,5.88e-10,0,0
77,90,1.63e-09,0,0
77,118,4.99e-03,0,1
77,121,5.61e-06,0,1
78,87,4.73e-03,0,0
78,156,2.70e-04,0,1
79,80,1.03e-07,0,0
79,84,1.98e-04,0,0
79,137,4.80e-03,0,1
80,78,6.42e-07,0,0
80,142,5.00e-03,0,1
81,2,1.12e-03,0,0
81,30,5.16e-05,0,0
81,55,8.83e-08,0,0
81,155,6.34e-05,0,1
81,171,9.72e-09,0,1
81,184,3.77e-03,0,1
82,166,1.81e-04,0,1
82,175,4.82e-03,0,1
83,61,3.30e-03,0,0
83,83,1.05e-05,0,0
83,175,5.83e-09,0,1
83,187,1.69e-03,0,1
84,2,4.44e-06,0,0
84,104,1.34e-09,0,0
84,107,1.61e-03,0,0
84,171,3.46e-06,0,1
84,189,3.38e-03,0,1
85,1,5.24e-05,0,0
85,29,1.42e-06,0,0
85,82,1.06e-03,0,0
85,116,3.88e-03,0,1
86,21,7.44e-07,0,0
86,61,5.74e-08,0,0
86,127,4.80e-03,0,1
86,179,1.98e-04,0,1
87,102,1.37e-07,0,0
87,130,2.39e-07,0,1
87,167,5.00e-03,0,1
88,21,3.94e-07,0,0
88,92,6.38e-04,0,0
88,173,4.36e-03,0,1
89,62,5.00e-03,0,0
89,70,1.16e-09,0,0
90,61,1.70e-03,0,0
90,83,3.30e-03,0,0
91,70,2.51e-04,0,0
91,129,2.45e-08,0,1
91,134,4.75e-03,0,1
92,1,2.21e-03,0,0
92,29,2.64e-03,0,0
92,33,1.49e-04,0,0
92,43,2.88e-07,0,0
92,82,3.21e-09,0,0
92,116,5.34e-07,0,1
93,49,8.16e-05,0,0
93,139,5.21e-07,0,1
93,169,4.92e-03,0,1
94,38,2.70e-05,0,0
94,102,1.95e-09,0,0
94,125,2.31e-04,0,1
94,130,7.88e-06,0,1
94,144,4.73e-03,0,1
95,12,2.08e-04,0,0
95,51,4.75e-03,0,0
95,93,3.85e-05,0,0
96,18,3.96e-09,0,0
96,166,2.22e-03,0,1
96,175,1.46e-04,0,1
96,179,9.92e-08,0,1
96,187,2.64e-03,0,1
97,89,4.27e-06,0,0
97,182,5.00e-03,0,1
98,2,3.82e-03,0,0
98,107,5.42e-09,0,0
98,171,1.18e-03,0,1
98,189,2.18e-07,0,1
99,15,6.24e-04,0,0
99,26,4.10e-03,0,0
99,73,2.70e-04,0,0
99,113,2.23e-06,0,0
100,49,2.93e-09,0,0
100,60,5.00e-03,0,0
100,139,1.35e-10,0,1
100,169,4.28e-09,0,1
101,8,1.14e-04,0,0
101,40,4.89e-03,0,0
102,51,4.92e-06,0,0
102,100,4.74e-03,0,0
102,149,2.59e-04,0,1
103,18,9.06e-05,0,0
103,33,1.79e-06,0,0
103,50,4.35e-03,0,0
103,145,5.57e-04,0,1
104,15,1.39e-04,0,0
104,26,1.43e-04,0,0
104,73,4.25e-10,0,0
104,113,4.72e-03,0,0
105,22,4.24e-09,0,0
105,28,1.99e-03,0,0
105,62,1.26e-06,0,0
105,121,2.68e-03,0,1
105,154,3.33e-04,0,1
106,12,2.84e-03,0,0
106,93,2.42e-04,0,0
106,193,1.92e-03,0,1
107,15,4.24e-03,0,0
107,26,7.56e-04,0,0
107,73,7.53e-08,0,0
107,113,4.13e-06,0,0
108,47,2.16e-08,0,0
108,70,4.47e-03,0,0
108,89,2.14e-04,0,0
108,190,3.19e-04,0,1
109,93,4.72e-03,0,0
109,100,1.10e-10,0,0
109,113,2.78e-04,0,0
110,55,1.43e-03,0,0
110,135,1.45e-07,0,1
110,155,5.72e-05,0,1
110,171,2.56e-03,0,1
110,182,1.93e-09,0,1
110,184,9.57e-04,0,1
111,29,2.11e-03,0,0
