i,j,val,ci,cj
0,14,3.82e-04,0,0
0,18,2.88e-06,0,0
0,21,1.02e-03,0,0
0,25,1.95e-07,0,0
0,76,6.00e-07,0,0
0,79,6.11e-07,0,0
0,85,3.56e-03,0,0
0,145,2.65e-05,0,1
0,155,7.11e-06,0,1
1,10,3.72e-10,0,0
1,34,9.35e-04,0,0
1,36,2.36e-03,0,0
1,45,7.62e-06,0,0
1,46,5.24e-05,0,0
1,63,1.65e-03,0,0
1,78,1.47e-09,0,0
2,0,2.24e-08,0,0
2,7,3.09e-07,0,0
2,118,3.53e-10,0,1
2,128,4.76e-06,0,1
2,158,3.48e-03,0,1
2,177,1.34e-03,0,1
2,184,1.76e-04,0,1
3,101,2.56e-03,0,0
3,165,3.06e-09,0,1
3,172,2.44e-03,0,1
4,100,3.26e-03,0,0
4,113,1.74e-03,0,0
5,120,2.16e-07,0,1
5,148,1.44e-03,0,1
5,150,3.56e-03,0,1
5,161,1.56e-08,0,1
6,131,2.85e-03,0,1
6,138,3.13e-06,0,1
6,154,2.02e-03,0,1
6,188,1.16e-04,0,1
6,192,6.11e-06,0,1
6,195,3.16e-06,0,1
7,29,1.46e-03,0,0
7,50,6.57e-05,0,0
7,55,2.72e-03,0,0
7,67,6.20e-04,0,0
7,91,1.23e-04,0,0
7,94,8.22e-06,0,0
8,11,1.38e-03,0,0
8,27,1.31e-06,0,0
8,35,3.28e-03,0,0
8,38,3.34e-04,0,0
9,21,1.91e-09,0,0
9,79,3.26e-03,0,0
9,116,4.87e-04,0,1
9,135,8.86e-04,0,1
9,175,3.66e-04,0,1
10,120,1.45e-06,0,1
10,148,4.93e-04,0,1
10,161,4.51e-03,0,1
11,14,4.62e-03,0,0
11,21,7.78e-06,0,0
11,61,2.78e-05,0,0
11,76,3.46e-04,0,0
11,96,2.05e-07,0,0
12,69,1.51e-10,0,0
12,99,3.47e-03,0,0
12,102,1.95e-07,0,0
12,107,1.16e-03,0,0
12,109,3.74e-04,0,0
13,11,5.96e-04,0,0
13,38,2.70e-03,0,0
13,67,1.71e-03,0,0
14,24,2.26e-07,0,0
14,122,4.41e-03,0,1
14,138,5.80e-04,0,1
14,168,2.33e-07,0,1
14,188,7.98e-06,0,1
15,2,2.82e-07,0,0
15,30,4.58e-03,0,0
15,69,4.17e-04,0,0
16,6,4.47e-04,0,0
16,28,3.89e-04,0,0
16,62,4.16e-03,0,0
17,131,2.00e-03,0,1
17,138,1.07e-09,0,1
17,154,2.97e-03,0,1
17,188,1.34e-05,0,1
17,192,1.67e-05,0,1
17,195,5.29e-10,0,1
18,16,2.36e-06,0,0
18,61,4.93e-03,0,0
18,86,6.27e-05,0,0
18,103,5.38e-08,0,0
19,7,5.00e-03,0,0
19,118,9.24e-09,0,1
19,128,4.24e-06,0,1
19,183,1.11e-09,0,1
19,184,1.33e-09,0,1
20,51,1.50e-07,0,0
20,52,7.21e-08,0,0
20,80,6.08e-07,0,0
20,112,5.00e-03,0,0
21,8,1.40e-06,0,0
21,13,2.85e-04,0,0
21,22,2.96e-03,0,0
21,40,1.64e-03,0,0
21,42,1.54e-06,0,0
21,48,1.10e-04,0,0
