i,j,val,ci,cj
0,27,5.41e-07,0,0
0,37,3.26e-03,0,0
0,115,1.31e-07,0,1
0,125,1.74e-03,0,1
1,0,4.47e-03,0,0
1,16,5.31e-04,0,0
2,50,1.57e-03,0,0
2,54,5.18e-04,0,0
2,94,2.91e-03,0,0
2,137,3.74e-07,0,1
3,24,2.19e-03,0,0
3,56,2.81e-03,0,0
4,1,3.15e-06,0,0
4,33,5.00e-03,0,0
5,30,5.00e-03,0,0
5,196,6.60e-07,0,1
6,23,1.84e-03,0,0
6,123,3.12e-03,0,1
6,124,1.45e-06,0,1
6,153,1.99e-08,0,1
6,183,3.29e-05,0,1
6,184,2.24e-10,0,1
7,18,1.11e-06,0,0
7,43,3.97e-05,0,0
7,101,4.96e-03,0,0
8,7,1.28e-10,0,0
8,13,2.12e-05,0,0
8,42,3.86e-05,0,0
8,59,4.94e-03,0,0
9,143,4.56e-03,0,1
9,151,1.75e-05,0,1
9,157,4.23e-04,0,1
9,168,2.05e-10,0,1
10,30,1.26e-06,0,0
10,103,4.74e-03,0,0
10,153,2.63e-04,0,1
10,163,2.34e-10,0,1
11,37,1.74e-03,0,0
11,125,1.28e-10,0,1
11,129,3.26e-03,0,1
11,139,1.42e-07,0,1
12,15,5.00e-10,0,0
12,26,1.55e-07,0,0
12,51,1.53e-07,0,0
12,113,5.00e-03,0,0
13,7,4.96e-03,0,0
13,32,3.75e-05,0,0
13,42,8.72e-10,0,0
13,101,3.03e-10,0,0
14,2,2.93e-03,0,0
14,9,2.03e-03,0,0
14,167,2.92e-05,0,1
14,190,1.17e-05,0,1
14,197,2.02e-08,0,1
15,95,1.56e-04,0,0
15,102,4.08e-08,0,0
15,106,4.84e-03,0,0
16,22,2.82e-04,0,0
16,44,4.71e-03,0,0
16,48,1.30e-05,0,0
17,23,1.71e-06,0,0
17,123,3.41e-07,0,1
17,124,6.09e-04,0,1
17,153,1.79e-07,0,1
17,183,4.39e-03,0,1
17,184,1.50e-07,0,1
18,14,1.05e-06,0,0
18,80,1.18e-07,0,0
18,96,1.49e-03,0,0
18,129,1.63e-03,0,1
18,145,1.73e-03,0,1
18,155,3.88e-05,0,1
18,186,1.18e-04,0,1
19,65,3.39e-03,0,0
19,84,1.59e-03,0,0
19,98,2.68e-05,0,0
20,4,3.79e-03,0,0
20,34,1.21e-03,0,0
21,45,2.94e-05,0,0
21,111,4.97e-03,0,0
22,22,2.43e-04,0,0
22,48,2.00e-04,0,0
22,62,4.56e-03,0,0
23,2,1.88e-05,0,0
23,9,3.86e-07,0,0
23,58,1.55e-06,0,0
23,167,1.98e-08,0,1
23,190,4.92e-03,0,1
23,197,6.27e-05,0,1
24,57,4.96e-03,0,0
24,143,4.93e-07,0,1
24,166,4.28e-05,0,1
25,5,6.77e-06,0,0
25,27,3.71e-08,0,0
25,168,4.99e-03,0,1
25,189,1.61e-07,0,1
26,95,4.85e-03,0,0
26,102,1.25e-05,0,0
26,106,1.42e-04,0,0
27,21,5.00e-03,0,0
28,6,5.00e-03,0,0
28,77,8.98e-07,0,0
29,80,4.36e-03,0,0
29,88,6.39e-04,0,0
29,155,2.75e-09,0,1
30,50,4.23e-09,0,0
30,54,4.48e-03,0,0
30,65,1.28e-05,0,0
30,94,1.02e-07,0,0
30,137,4.66e-04,0,1
30,149,3.86e-05,0,1
31,143,1.66e-07,0,1
31,195,5.00e-03,0,1
32,18,2.15e-05,0,0
32,35,1.40e-06,0,0
32,43,4.96e-03,0,0
32,101,1.52e-05,0,0
33,80,6.39e-04,0,0
33,88,2.08e-09,0,0
33,129,2.78e-06,0,1
33,145,1.43e-03,0,1
33,155,2.93e-03,0,1
33,186,1.16e-09,0,1
34,20,5.00e-03,0,0
34,79,9.64e-10,0,0
35,49,7.37e-05,0,0
35,57,2.05e-05,0,0
35,120,1.17e-08,0,1
35,136,1.33e-09,0,1
35,166,4.91e-03,0,1
36,1,1.90e-10,0,0
36,4,1.21e-03,0,0
36,17,3.79e-03,0,0
37,103,2.65e-04,0,0
37,163,1.52e-03,0,1
37,192,3.21e-03,0,1
38,29,4.07e-03,0,0
38,50,2.56e-07,0,0
38,55,9.23e-04,0,0
38,67,7.11e-06,0,0
39,64,4.23e-03,0,0
39,66,2.99e-06,0,0
39,114,7.68e-04,0,0
