i,j,val,ci,cj
0,19,5.00e-03,0,0
0,158,2.13e-09,0,1
1,68,8.72e-04,0,0
1,79,5.80e-04,0,0
1,164,3.55e-03,0,1
2,72,3.52e-03,0,0
2,96,1.48e-03,0,0
3,45,2.60e-03,0,0
3,66,2.39e-03,0,0
3,71,1.18e-05,0,0
4,9,5.66e-06,0,0
4,24,2.52e-05,0,0
4,35,1.09e-04,0,0
4,56,3.75e-07,0,0
4,71,3.81e-07,0,0
4,114,4.86e-03,0,0
5,28,1.68e-09,0,0
5,83,3.39e-04,0,0
5,90,4.66e-03,0,0
5,118,4.79e-07,0,1
6,28,1.47e-05,0,0
6,44,4.64e-03,0,0
6,90,3.40e-04,0,0
6,118,2.32e-06,0,1
6,178,1.48e-08,0,1
7,8,2.51e-04,0,0
7,40,7.27e-06,0,0
7,46,4.86e-09,0,0
7,88,7.45e-04,0,0
7,124,4.00e-03,0,1
8,72,3.11e-09,0,0
8,96,3.17e-03,0,0
8,112,1.83e-03,0,0
9,47,4.49e-05,0,0
9,57,7.85e-05,0,0
9,108,4.88e-03,0,0
10,21,1.02e-04,0,0
10,92,4.40e-03,0,0
10,164,1.82e-05,0,1
10,173,4.76e-04,0,1
10,198,2.16e-08,0,1
11,64,1.92e-06,0,0
11,65,7.51e-04,0,0
11,81,1.13e-04,0,0
11,98,4.13e-03,0,0
12,4,1.32e-08,0,0
12,117,3.82e-03,0,1
12,128,1.01e-03,0,1
12,139,1.75e-04,0,1
13,46,1.63e-10,0,0
13,63,2.98e-04,0,0
13,111,1.45e-04,0,0
13,151,4.56e-03,0,1
14,18,3.26e-03,0,0
14,33,1.73e-03,0,0
14,50,2.08e-06,0,0
15,12,3.90e-10,0,0
15,52,4.89e-03,0,0
15,193,1.12e-04,0,1
16,21,1.16e-05,0,0
16,50,3.72e-04,0,0
16,75,4.62e-03,0,0
16,127,6.82e-07,0,1
17,34,9.58e-05,0,0
17,68,3.70e-03,0,0
17,79,1.45e-06,0,0
17,164,1.20e-03,0,1
18,7,4.99e-03,0,0
18,13,1.61e-06,0,0
18,32,1.01e-05,0,0
18,59,1.47e-10,0,0
18,138,2.34e-10,0,1
19,102,4.01e-03,0,0
19,104,1.99e-07,0,0
19,109,1.59e-05,0,0
19,130,9.76e-04,0,1
20,0,4.15e-03,0,0
20,11,5.16e-06,0,0
20,99,1.28e-07,0,0
20,112,8.44e-04,0,0
21,39,5.92e-06,0,0
21,112,2.24e-05,0,0
21,126,3.50e-03,0,1
21,165,1.47e-03,0,1
22,16,1.23e-03,0,0
22,44,5.27e-07,0,0
22,103,3.77e-03,0,0
22,178,5.68e-08,0,1
23,51,3.79e-06,0,0
23,100,5.00e-03,0,0
24,55,9.21e-07,0,0
24,57,1.92e-05,0,0
24,108,3.74e-09,0,0
24,135,4.98e-03,0,1
24,155,3.15e-09,0,1
25,6,1.59e-03,0,0
25,17,1.81e-05,0,0
25,67,3.40e-03,0,0
26,14,1.74e-03,0,0
26,23,2.69e-07,0,0
26,58,3.26e-03,0,0
26,162,7.93e-09,0,1
27,27,5.00e-03,0,0
27,97,1.41e-10,0,0
27,170,6.85e-10,0,1
28,10,2.47e-07,0,0
28,140,7.79e-05,0,1
28,153,4.92e-03,0,1
29,0,7.40e-04,0,0
29,11,3.93e-03,0,0
