i,j,val,ci,cj
0,37,2.07e-04,0,0
0,84,3.56e-03,0,0
0,110,1.23e-03,0,0
1,58,3.28e-03,0,0
1,68,9.01e-04,0,0
1,79,8.19e-04,0,0
2,73,3.84e-05,0,0
2,95,4.96e-03,0,0
3,57,1.78e-04,0,0
3,89,1.32e-04,0,0
3,91,9.08e-08,0,0
3,105,5.98e-04,0,0
3,108,4.09e-03,0,0
4,58,1.28e-08,0,0
4,68,3.35e-06,0,0
4,142,5.00e-03,0,1
5,5,5.79e-05,0,0
5,83,4.94e-03,0,0
5,86,5.18e-10,0,0
6,5,3.74e-03,0,0
6,44,1.26e-03,0,0
6,83,3.76e-09,0,0
6,86,7.53e-06,0,0
7,10,3.89e-03,0,0
7,40,9.06e-06,0,0
7,46,1.80e-05,0,0
7,88,8.07e-04,0,0
7,125,2.75e-04,0,1
8,65,5.00e-03,0,0
9,57,4.09e-03,0,0
9,108,9.08e-04,0,0
10,58,1.43e-09,0,0
10,76,6.30e-04,0,0
10,92,4.37e-03,0,0
11,7,2.05e-03,0,0
11,31,3.52e-04,0,0
11,32,2.59e-03,0,0
11,172,2.08e-06,0,1
12,1,3.71e-03,0,0
12,17,1.09e-03,0,0
12,33,1.96e-04,0,0
12,117,3.96e-08,0,1
13,45,4.04e-03,0,0
13,46,5.67e-08,0,0
13,63,9.63e-04,0,0
13,85,8.54e-09,0,0
14,2,2.50e-04,0,0
14,8,4.75e-03,0,0
15,12,9.20e-07,0,0
15,49,1.50e-07,0,0
15,52,1.92e-03,0,0
15,112,3.08e-03,0,0
16,0,4.04e-03,0,0
16,11,9.52e-04,0,0
16,65,3.76e-06,0,0
16,103,4.59e-06,0,0
17,58,1.24e-03,0,0
17,68,3.76e-03,0,0
17,79,2.94e-06,0,0
18,7,8.88e-04,0,0
18,13,1.00e-05,0,0
18,31,4.10e-03,0,0
18,32,9.46e-09,0,0
18,42,4.68e-08,0,0
18,59,1.61e-08,0,0
19,104,1.46e-05,0,0
19,107,4.99e-03,0,0
20,25,3.50e-06,0,0
20,26,8.72e-05,0,0
20,34,4.90e-03,0,0
20,62,8.53e-06,0,0
21,8,1.58e-10,0,0
