i,j,val,ci,cj
0,20,3.96e-03,0,0
0,45,6.45e-04,0,0
0,85,1.77e-04,0,0
0,103,6.59e-07,0,0
0,111,2.21e-04,0,0
1,12,3.24e-04,0,0
1,52,4.67e-03,0,0
1,80,4.48e-06,0,0
1,112,2.67e-06,0,0
2,0,1.68e-03,0,0
2,25,9.07e-04,0,0
2,76,2.41e-03,0,0
3,3,5.00e-03,0,0
3,97,1.02e-07,0,0
4,49,1.59e-03,0,0
4,72,3.41e-03,0,0
5,14,4.86e-03,0,0
5,26,1.45e-04,0,0
6,5,2.00e-10,0,0
6,6,3.42e-03,0,0
6,28,4.49e-04,0,0
6,47,2.26e-09,0,0
6,70,3.11e-10,0,0
6,105,1.14e-03,0,0
7,18,1.42e-03,0,0
7,27,9.88e-04,0,0
7,35,1.55e-07,0,0
7,43,2.25e-03,0,0
7,101,3.39e-04,0,0
8,7,2.04e-03,0,0
8,31,1.36e-03,0,0
8,32,6.37e-04,0,0
8,59,9.63e-04,0,0
8,80,6.32e-07,0,0
9,0,1.92e-03,0,0
9,15,2.27e-06,0,0
9,25,4.82e-04,0,0
9,29,2.40e-06,0,0
9,76,2.59e-03,0,0
10,13,9.62e-04,0,0
10,40,4.00e-10,0,0
10,59,4.04e-03,0,0
10,60,7.56e-07,0,0
11,23,2.66e-07,0,0
11,50,1.53e-04,0,0
11,55,3.50e-04,0,0
11,67,4.36e-03,0,0
11,94,1.34e-04,0,0
11,102,3.65e-09,0,0
12,12,3.44e-10,0,0
12,51,6.29e-04,0,0
12,93,2.53e-10,0,0
12,100,4.37e-03,0,0
12,113,3.43e-09,0,0
13,7,9.03e-04,0,0
13,31,1.18e-03,0,0
13,32,2.91e-03,0,0
13,101,4.12e-06,0,0
14,16,3.98e-03,0,0
14,86,1.02e-03,0,0
15,23,7.10e-06,0,0
15,95,2.00e-03,0,0
15,102,1.12e-04,0,0
15,106,6.29e-04,0,0
15,109,2.25e-03,0,0
16,45,1.19e-08,0,0
16,103,4.87e-03,0,0
16,111,1.27e-04,0,0
17,49,3.41e-03,0,0
17,72,1.59e-03,0,0
17,80,2.20e-08,0,0
18,11,1.03e-03,0,0
18,27,3.00e-06,0,0
18,38,3.97e-03,0,0
18,67,2.35e-09,0,0
19,20,1.10e-10,0,0
19,58,1.48e-09,0,0
19,68,3.69e-04,0,0
19,79,4.63e-03,0,0
20,4,9.43e-04,0,0
20,17,4.06e-03,0,0
21,21,1.06e-04,0,0
21,26,4.85e-03,0,0
21,88,4.18e-05,0,0
22,6,8.94e-10,0,0
22,7,1.20e-10,0,0
22,22,1.62e-08,0,0
22,28,1.06e-09,0,0
22,31,3.67e-06,0,0
22,42,4.98e-03,0,0
22,48,1.13e-08,0,0
22,70,1.40e-05,0,0
23,21,6.08e-06,0,0
23,44,4.99e-03,0,0
24,3,1.93e-08,0,0
24,9,3.98e-03,0,0
24,24,1.59e-05,0,0
24,71,8.83e-06,0,0
24,110,9.90e-04,0,0
25,53,9.76e-06,0,0
25,64,6.80e-06,0,0
25,81,4.98e-03,0,0
26,23,9.02e-04,0,0
26,95,3.00e-03,0,0
26,102,1.10e-03,0,0
26,106,3.08e-06,0,0
27,61,2.98e-05,0,0
27,96,4.97e-03,0,0
28,20,9.47e-04,0,0
28,36,4.05e-03,0,0
28,78,1.50e-09,0,0
29,57,3.87e-03,0,0
29,87,1.13e-03,0,0
29,91,2.04e-09,0,0
29,108,2.56e-06,0,0
30,29,5.00e-03,0,0
30,34,1.56e-06,0,0
31,20,3.79e-05,0,0
31,45,1.46e-10,0,0
31,85,4.82e-03,0,0
31,92,1.40e-04,0,0
32,18,3.77e-04,0,0
32,27,3.94e-08,0,0
32,35,1.87e-03,0,0
32,43,2.75e-03,0,0
32,101,6.80e-08,0,0
33,12,1.02e-03,0,0
33,52,3.32e-04,0,0
33,112,3.64e-03,0,0
34,1,7.39e-07,0,0
34,33,9.35e-04,0,0
34,59,3.23e-07,0,0
34,60,4.06e-03,0,0
34,72,4.16e-10,0,0
35,11,5.54e-04,0,0
35,23,2.88e-03,0,0
35,38,9.28e-04,0,0
35,67,6.34e-04,0,0
35,102,7.74e-06,0,0
36,1,4.00e-03,0,0
36,17,9.36e-04,0,0
36,33,6.67e-05,0,0
36,60,1.72e-08,0,0
37,14,1.42e-08,0,0
37,61,4.87e-03,0,0
37,103,1.25e-04,0,0
38,50,1.54e-03,0,0
38,55,2.98e-03,0,0
38,67,3.39e-06,0,0
38,94,4.78e-04,0,0
39,62,5.00e-03,0,0
40,7,2.05e-03,0,0
40,31,1.98e-03,0,0
40,32,9.72e-04,0,0
40,59,6.64e-10,0,0
41,0,1.03e-06,0,0
41,15,5.00e-03,0,0
41,25,4.54e-08,0,0
42,7,8.97e-06,0,0
42,31,4.77e-04,0,0
42,32,8.23e-08,0,0
42,101,4.51e-03,0,0
43,11,3.42e-03,0,0
43,18,2.28e-08,0,0
43,35,1.48e-03,0,0
43,38,1.03e-04,0,0
44,6,4.80e-10,0,0
44,22,3.72e-03,0,0
44,28,2.99e-08,0,0
44,48,1.28e-03,0,0
45,4,1.63e-06,0,0
45,8,4.72e-03,0,0
45,10,5.86e-05,0,0
45,17,7.08e-06,0,0
45,40,2.12e-04,0,0
45,46,1.43e-10,0,0
46,8,1.26e-08,0,0
46,13,4.03e-03,0,0
46,40,3.06e-05,0,0
46,59,1.60e-08,0,0
46,60,9.35e-04,0,0
47,20,5.64e-05,0,0
47,58,4.94e-03,0,0
47,85,4.17e-08,0,0
47,92,2.20e-08,0,0
48,6,5.65e-04,0,0
48,22,7.55e-06,0,0
48,28,5.43e-04,0,0
48,31,1.41e-10,0,0
48,42,1.88e-05,0,0
48,48,1.95e-05,0,0
48,70,3.85e-03,0,0
49,30,4.95e-03,0,0
49,58,3.54e-10,0,0
49,68,4.83e-05,0,0
49,79,1.17e-09,0,0
50,37,1.76e-03,0,0
50,50,4.70e-04,0,0
50,54,9.11e-08,0,0
50,55,7.14e-05,0,0
50,65,1.62e-09,0,0
50,87,2.70e-03,0,0
51,35,1.52e-09,0,0
51,73,4.16e-03,0,0
51,100,6.29e-04,0,0
51,113,2.06e-04,0,0
52,12,1.77e-03,0,0
52,51,1.87e-03,0,0
52,93,4.20e-06,0,0
52,112,1.35e-03,0,0
53,24,4.98e-03,0,0
53,53,1.70e-09,0,0
53,64,2.77e-06,0,0
53,81,1.29e-05,0,0
54,37,1.00e-03,0,0
54,65,4.00e-03,0,0
55,37,4.56e-07,0,0
55,50,2.23e-03,0,0
55,54,2.30e-10,0,0
55,55,1.59e-03,0,0
55,87,1.17e-03,0,0
56,9,1.02e-03,0,0
56,114,3.98e-03,0,0
57,30,4.50e-05,0,0
57,88,4.95e-03,0,0
58,0,7.49e-07,0,0
58,25,6.78e-06,0,0
58,39,2.27e-09,0,0
58,56,4.99e-03,0,0
59,7,9.41e-10,0,0
59,12,1.87e-03,0,0
59,32,4.80e-04,0,0
59,51,2.50e-03,0,0
59,80,1.90e-06,0,0
59,101,1.43e-04,0,0
60,12,5.65e-06,0,0
60,80,4.99e-03,0,0
61,0,1.22e-09,0,0
61,25,1.92e-07,0,0
61,53,4.99e-03,0,0
61,56,8.68e-06,0,0
61,81,7.25e-08,0,0
62,27,3.86e-03,0,0
62,70,1.14e-03,0,0
63,8,2.44e-04,0,0
63,13,3.30e-06,0,0
63,40,4.75e-03,0,0
64,39,5.00e-03,0,0
65,41,7.86e-06,0,0
65,65,8.77e-04,0,0
65,84,3.42e-03,0,0
65,98,6.91e-04,0,0
66,74,1.01e-03,0,0
66,83,3.99e-03,0,0
66,90,9.16e-08,0,0
67,50,6.07e-04,0,0
67,54,7.80e-08,0,0
67,55,4.86e-06,0,0
67,94,4.39e-03,0,0
68,4,7.79e-07,0,0
68,36,9.37e-04,0,0
68,78,4.06e-03,0,0
69,2,2.76e-03,0,0
69,19,2.24e-03,0,0
69,69,7.84e-10,0,0
70,27,3.01e-06,0,0
70,89,5.00e-03,0,0
71,65,1.38e-05,0,0
71,71,3.71e-03,0,0
71,84,1.01e-04,0,0
71,97,4.84e-10,0,0
71,98,1.97e-04,0,0
71,110,9.79e-04,0,0
72,66,4.88e-03,0,0
72,82,9.07e-05,0,0
72,96,2.70e-05,0,0
73,23,1.21e-03,0,0
73,102,3.79e-03,0,0
74,5,7.46e-07,0,0
74,74,1.08e-06,0,0
74,77,5.00e-03,0,0
75,19,2.76e-03,0,0
75,54,2.24e-03,0,0
76,16,2.21e-05,0,0
76,45,1.01e-09,0,0
76,46,1.38e-03,0,0
76,63,3.60e-03,0,0
76,86,2.70e-10,0,0
77,47,5.00e-03,0,0
77,77,1.20e-10,0,0
77,105,8.40e-09,0,0
78,1,1.00e-03,0,0
78,33,4.00e-03,0,0
78,60,7.99e-10,0,0
79,4,4.05e-03,0,0
79,36,9.45e-06,0,0
79,78,9.37e-04,0,0
80,16,9.95e-04,0,0
80,45,6.66e-05,0,0
80,86,1.46e-10,0,0
80,111,3.94e-03,0,0
81,24,5.91e-09,0,0
81,41,5.06e-06,0,0
81,64,4.99e-03,0,0
81,81,4.08e-06,0,0
82,5,5.21e-06,0,0
82,74,2.94e-08,0,0
82,83,1.01e-03,0,0
82,90,3.99e-03,0,0
83,5,4.98e-03,0,0
83,6,7.11e-07,0,0
83,28,1.59e-05,0,0
84,41,5.80e-04,0,0
84,65,1.12e-04,0,0
84,84,1.45e-03,0,0
84,98,2.85e-03,0,0
85,0,1.39e-03,0,0
85,25,3.61e-03,0,0
86,5,1.48e-10,0,0
86,6,3.92e-08,0,0
86,22,1.27e-03,0,0
86,28,2.48e-05,0,0
86,48,3.70e-03,0,0
87,58,5.43e-05,0,0
87,68,4.58e-03,0,0
87,79,3.66e-04,0,0
88,16,1.33e-09,0,0
88,45,4.29e-03,0,0
88,111,7.13e-04,0,0
89,89,1.25e-08,0,0
89,91,5.00e-03,0,0
89,108,9.53e-10,0,0
90,5,1.14e-05,0,0
90,6,1.02e-03,0,0
90,28,3.97e-03,0,0
91,21,4.89e-03,0,0
91,66,1.15e-04,0,0
92,16,5.60e-10,0,0
92,45,3.70e-10,0,0
92,46,3.60e-03,0,0
92,63,1.40e-03,0,0
93,73,2.05e-04,0,0
93,113,4.79e-03,0,0
94,37,2.24e-03,0,0
94,50,1.11e-07,0,0
94,54,2.76e-03,0,0
94,55,2.31e-10,0,0
95,75,4.10e-06,0,0
95,99,1.07e-03,0,0
95,104,1.19e-03,0,0
95,107,1.08e-03,0,0
95,109,1.66e-03,0,0
96,83,5.42e-06,0,0
96,86,3.98e-03,0,0
96,90,1.01e-03,0,0
97,3,2.85e-08,0,0
97,71,9.13e-08,0,0
97,97,5.00e-03,0,0
98,41,4.41e-03,0,0
98,65,4.88e-08,0,0
98,84,5.27e-06,0,0
98,98,5.88e-04,0,0
98,110,5.39e-10,0,0
99,61,9.31e-05,0,0
99,66,1.56e-07,0,0
99,82,4.91e-03,0,0
99,96,3.57e-08,0,0
100,14,1.42e-04,0,0
100,85,4.28e-10,0,0
100,92,4.86e-03,0,0
100,103,2.67e-09,0,0
101,18,3.20e-03,0,0
101,27,1.47e-04,0,0
101,35,1.65e-03,0,0
102,2,5.49e-07,0,0
102,19,6.18e-10,0,0
102,54,2.35e-09,0,0
102,75,5.00e-03,0,0
103,34,5.00e-03,0,0
103,44,2.50e-06,0,0
104,2,6.53e-04,0,0
104,69,1.44e-03,0,0
104,99,1.10e-03,0,0
104,107,1.81e-03,0,0
105,57,9.52e-08,0,0
105,89,4.51e-06,0,0
105,105,3.87e-03,0,0
105,108,1.13e-03,0,0
106,99,1.39e-07,0,0
106,104,3.81e-03,0,0
106,107,9.60e-05,0,0
106,109,1.09e-03,0,0
107,2,1.43e-03,0,0
107,69,3.56e-03,0,0
107,99,4.07e-06,0,0
