i,j,val,ci,cj
0,123,1.06e-03,0,1
0,124,3.70e-08,0,1
0,140,1.11e-06,0,1
0,153,3.94e-03,0,1
1,15,1.61e-09,0,0
1,26,9.03e-04,0,0
1,73,2.15e-05,0,0
1,113,4.08e-03,0,0
2,158,1.72e-06,0,1
2,173,5.00e-03,0,1
2,177,2.04e-10,0,1
3,39,3.32e-03,0,0
3,66,2.08e-04,0,0
3,74,7.04e-09,0,0
3,82,1.47e-03,0,0
4,51,3.77e-10,0,0
4,93,4.71e-03,0,0
4,100,2.92e-04,0,0
5,5,3.50e-03,0,0
5,6,7.31e-04,0,0
5,28,7.64e-04,0,0
5,90,4.36e-09,0,0
6,5,3.26e-05,0,0
6,6,2.39e-04,0,0
6,28,3.65e-05,0,0
6,47,4.68e-03,0,0
6,105,1.02e-05,0,0
7,11,1.26e-06,0,0
7,23,1.79e-07,0,0
7,38,7.30e-04,0,0
7,50,1.63e-10,0,0
7,55,2.45e-07,0,0
7,67,4.27e-03,0,0
7,89,4.98e-10,0,0
7,91,1.38e-07,0,0
7,102,6.74e-10,0,0
8,18,1.66e-04,0,0
8,35,2.32e-03,0,0
8,43,2.51e-03,0,0
9,66,1.33e-05,0,0
9,82,3.53e-03,0,0
9,96,1.46e-03,0,0
10,7,1.39e-04,0,0
10,31,1.68e-04,0,0
10,32,1.75e-03,0,0
10,43,2.97e-05,0,0
10,100,2.73e-04,0,0
10,101,2.64e-03,0,0
11,29,7.84e-06,0,0
11,37,1.09e-08,0,0
11,50,1.90e-03,0,0
11,54,3.05e-07,0,0
11,55,6.18e-06,0,0
11,71,1.59e-08,0,0
11,87,3.06e-03,0,0
11,97,2.52e-05,0,0
12,23,4.14e-10,0,0
12,99,2.46e-05,0,0
12,102,6.44e-05,0,0
12,104,1.89e-04,0,0
12,107,2.16e-05,0,0
12,109,4.70e-03,0,0
13,11,2.18e-03,0,0
13,18,1.54e-03,0,0
13,35,3.69e-05,0,0
13,38,1.24e-03,0,0
14,16,3.31e-03,0,0
14,44,1.69e-03,0,0
15,2,3.87e-08,0,0
15,30,3.08e-04,0,0
15,69,4.69e-03,0,0
16,22,2.26e-03,0,0
16,42,2.38e-03,0,0
16,48,3.55e-04,0,0
17,100,4.08e-03,0,0
17,113,9.22e-04,0,0
18,29,3.68e-03,0,0
18,50,8.92e-04,0,0
18,55,4.28e-04,0,0
18,91,1.90e-10,0,0
19,121,3.03e-04,0,1
19,127,3.91e-10,0,1
19,128,4.68e-03,0,1
19,162,1.73e-05,0,1
19,164,1.22e-06,0,1
20,12,5.88e-05,0,0
20,52,1.61e-03,0,0
20,80,2.74e-03,0,0
20,112,5.83e-04,0,0
21,8,9.90e-05,0,0
21,40,1.34e-06,0,0
21,88,4.90e-03,0,0
22,62,2.31e-05,0,0
22,70,4.94e-03,0,0
22,89,3.67e-10,0,0
22,105,3.70e-05,0,0
23,65,8.32e-04,0,0
23,71,1.08e-04,0,0
23,84,1.19e-03,0,0
23,98,7.45e-05,0,0
23,110,2.79e-03,0,0
24,66,4.78e-03,0,0
24,82,1.38e-08,0,0
24,96,2.23e-04,0,0
25,123,3.94e-03,0,1
25,124,2.79e-08,0,1
25,140,1.30e-06,0,1
25,153,1.06e-03,0,1
26,2,2.76e-04,0,0
26,19,2.87e-08,0,0
26,30,4.69e-03,0,0
26,69,3.56e-05,0,0
27,29,1.31e-03,0,0
27,57,2.05e-03,0,0
27,91,1.64e-03,0,0
27,108,9.28e-07,0,0
28,5,1.32e-04,0,0
28,6,3.79e-03,0,0
28,28,7.62e-04,0,0
28,47,3.15e-04,0,0
28,105,1.60e-06,0,0
29,3,3.82e-10,0,0
29,9,1.51e-03,0,0
29,24,1.70e-03,0,0
29,56,1.79e-03,0,0
29,71,1.26e-09,0,0
29,97,5.64e-08,0,0
29,110,2.42e-07,0,0
30,158,2.71e-03,0,1
30,173,1.48e-10,0,1
30,177,2.29e-03,0,1
30,184,9.09e-10,0,1
31,11,1.37e-06,0,0
31,38,8.79e-04,0,0
31,50,9.82e-09,0,0
31,55,3.27e-05,0,0
31,67,6.75e-04,0,0
31,89,5.78e-05,0,0
31,91,3.35e-03,0,0
31,94,3.21e-10,0,0
32,23,4.74e-03,0,0
32,38,1.03e-09,0,0
32,67,5.55e-05,0,0
32,94,1.33e-10,0,0
32,102,2.06e-04,0,0
33,15,3.25e-07,0,0
33,26,4.10e-03,0,0
33,73,9.04e-04,0,0
33,113,3.31e-07,0,0
34,51,4.65e-03,0,0
34,93,1.82e-08,0,0
34,100,3.55e-04,0,0
35,50,1.05e-03,0,0
35,54,3.26e-03,0,0
35,55,1.23e-07,0,0
35,94,6.86e-04,0,0
36,12,4.34e-03,0,0
36,51,4.93e-06,0,0
36,52,4.03e-10,0,0
36,93,3.71e-10,0,0
36,112,6.56e-04,0,0
37,121,4.30e-03,0,1
37,127,4.71e-10,0,1
37,128,3.22e-04,0,1
37,162,3.73e-04,0,1
37,184,2.63e-09,0,1
38,29,2.99e-08,0,0
38,50,2.77e-07,0,0
38,55,1.42e-09,0,0
38,71,8.56e-06,0,0
38,87,1.94e-03,0,0
38,97,3.05e-03,0,0
39,14,3.06e-03,0,0
39,21,1.94e-03,0,0
40,11,3.48e-09,0,0
40,18,3.29e-03,0,0
40,35,1.70e-03,0,0
40,38,2.47e-10,0,0
40,43,5.30e-07,0,0
41,118,3.46e-03,0,1
41,196,1.54e-03,0,1
42,18,3.86e-08,0,0
42,27,5.00e-03,0,0
42,38,7.33e-10,0,0
42,89,2.83e-07,0,0
43,50,9.35e-04,0,0
43,55,4.89e-05,0,0
43,94,4.02e-03,0,0
44,6,3.87e-08,0,0
44,22,6.27e-07,0,0
44,28,1.79e-07,0,0
44,48,7.65e-05,0,0
44,62,4.92e-03,0,0
45,7,1.65e-03,0,0
45,13,1.71e-10,0,0
45,31,1.08e-03,0,0
45,32,8.88e-07,0,0
45,59,5.63e-05,0,0
45,80,2.21e-03,0,0
46,7,1.09e-03,0,0
46,31,6.77e-04,0,0
46,32,3.23e-03,0,0
46,101,1.02e-09,0,0
47,74,1.49e-03,0,0
47,77,3.51e-03,0,0
48,62,5.25e-05,0,0
48,70,5.82e-05,0,0
48,105,4.89e-03,0,0
49,15,2.71e-04,0,0
49,26,1.10e-08,0,0
49,73,4.08e-07,0,0
