i,j,val,ci,cj
0,14,4.01e-03,0,0
0,21,9.14e-04,0,0
0,61,2.49e-10,0,0
0,76,7.84e-05,0,0
0,92,5.10e-10,0,0
0,96,3.35e-10,0,0
1,10,3.26e-10,0,0
1,34,3.02e-05,0,0
1,36,2.89e-06,0,0
1,45,4.18e-03,0,0
1,46,2.43e-05,0,0
1,63,7.60e-04,0,0
1,111,1.05e-10,0,0
2,0,2.11e-03,0,0
2,25,2.89e-03,0,0
3,39,1.06e-03,0,0
3,165,4.27e-06,0,1
3,172,3.94e-03,0,1
4,26,2.73e-09,0,0
4,93,8.48e-05,0,0
4,100,8.91e-05,0,0
4,113,4.83e-03,0,0
5,120,7.98e-07,0,1
5,148,1.54e-03,0,1
5,150,3.46e-03,0,1
5,161,4.03e-08,0,1
6,131,2.88e-03,0,1
6,138,1.94e-07,0,1
6,154,2.04e-03,0,1
6,188,7.79e-08,0,1
6,192,1.29e-07,0,1
6,195,8.85e-05,0,1
7,29,6.94e-04,0,0
7,50,9.70e-05,0,0
7,55,2.63e-03,0,0
7,67,1.56e-03,0,0
7,91,1.44e-06,0,0
7,94,1.62e-05,0,0
8,11,3.52e-04,0,0
8,18,4.42e-03,0,0
8,27,4.51e-07,0,0
8,35,1.75e-04,0,0
8,38,5.72e-05,0,0
9,21,6.38e-04,0,0
9,76,8.57e-05,0,0
9,92,1.77e-05,0,0
9,116,1.25e-03,0,1
9,135,1.50e-05,0,1
9,175,2.99e-03,0,1
10,120,3.63e-06,0,1
10,148,4.19e-04,0,1
10,161,4.58e-03,0,1
11,61,5.00e-03,0,0
11,96,2.50e-08,0,0
11,103,1.06e-07,0,0
12,69,2.38e-10,0,0
12,99,2.84e-03,0,0
12,102,3.78e-07,0,0
12,104,1.13e-03,0,0
12,107,5.77e-04,0,0
12,109,4.52e-04,0,0
13,11,1.36e-03,0,0
13,18,5.59e-10,0,0
13,27,3.67e-10,0,0
13,38,3.58e-03,0,0
13,67,5.79e-05,0,0
14,122,4.91e-03,0,1
14,138,7.91e-05,0,1
14,141,2.03e-10,0,1
14,168,1.38e-05,0,1
14,188,1.76e-08,0,1
14,191,6.57e-09,0,1
15,2,4.30e-07,0,0
15,30,4.52e-03,0,0
15,69,4.84e-04,0,0
16,5,1.84e-08,0,0
16,6,5.47e-04,0,0
16,28,1.47e-04,0,0
16,62,4.31e-03,0,0
17,131,2.05e-03,0,1
17,154,2.95e-03,0,1
17,188,1.00e-08,0,1
17,192,3.36e-07,0,1
17,195,2.32e-08,0,1
18,16,2.33e-04,0,0
18,44,1.53e-09,0,0
18,61,7.28e-07,0,0
18,83,1.88e-05,0,0
18,86,4.75e-03,0,0
18,90,8.80e-10,0,0
18,103,2.19e-06,0,0
19,118,1.24e-04,0,1
19,121,6.40e-04,0,1
19,128,4.02e-03,0,1
19,183,1.70e-05,0,1
19,184,1.95e-04,0,1
20,12,4.82e-03,0,0
20,51,4.05e-08,0,0
20,112,1.78e-04,0,0
21,8,2.33e-07,0,0
21,13,3.49e-05,0,0
21,22,4.02e-03,0,0
21,40,4.78e-04,0,0
21,42,2.46e-07,0,0
21,48,4.64e-04,0,0
22,27,1.78e-06,0,0
22,70,6.80e-04,0,0
22,89,4.26e-03,0,0
22,105,5.31e-05,0,0
23,122,2.10e-07,0,1
23,132,4.80e-03,0,1
