i,j,val,ci,cj
0,2,3.10e-08,0,0
0,19,3.20e-03,0,0
0,30,4.43e-04,0,0
0,155,3.68e-10,0,1
0,158,1.36e-03,0,1
1,68,8.56e-04,0,0
1,79,5.90e-04,0,0
1,164,3.55e-03,0,1
2,73,3.27e-09,0,0
2,106,1.07e-06,0,0
2,109,4.16e-06,0,0
2,185,4.99e-03,0,1
3,47,1.23e-03,0,0
3,89,3.77e-03,0,0
3,182,5.19e-08,0,1
3,190,7.75e-07,0,1
4,34,5.00e-03,0,0
4,87,8.78e-10,0,0
5,28,6.08e-08,0,0
5,83,4.79e-04,0,0
5,90,4.41e-03,0,0
5,118,1.16e-04,0,1
5,178,3.71e-08,0,1
6,28,6.50e-04,0,0
6,44,2.99e-03,0,0
6,90,4.90e-04,0,0
6,118,7.92e-04,0,1
6,121,1.21e-07,0,1
6,154,1.32e-05,0,1
6,178,6.89e-05,0,1
7,8,2.61e-04,0,0
7,40,8.07e-06,0,0
7,46,1.32e-07,0,0
7,88,7.68e-04,0,0
7,124,3.96e-03,0,1
8,14,2.88e-05,0,0
8,23,1.77e-07,0,0
8,58,4.97e-03,0,0
9,47,6.15e-05,0,0
9,57,7.91e-05,0,0
9,108,4.86e-03,0,0
9,182,2.71e-09,0,1
10,21,9.30e-05,0,0
10,92,4.39e-03,0,0
10,164,3.86e-07,0,1
10,173,5.05e-04,0,1
10,198,6.42e-06,0,1
11,7,2.05e-03,0,0
11,32,2.69e-03,0,0
11,101,1.27e-05,0,0
11,138,2.46e-04,0,1
12,4,1.68e-08,0,0
12,117,3.78e-03,0,1
12,128,1.03e-03,0,1
12,139,1.83e-04,0,1
13,46,2.17e-10,0,0
13,63,3.11e-04,0,0
13,111,1.53e-04,0,0
13,151,4.54e-03,0,1
14,18,5.00e-03,0,0
14,33,3.06e-06,0,0
14,43,1.21e-09,0,0
15,12,6.64e-07,0,0
15,52,1.85e-03,0,0
15,193,3.15e-03,0,1
16,58,1.10e-08,0,0
16,76,5.00e-03,0,0
17,34,1.01e-07,0,0
17,68,3.71e-03,0,0
17,79,1.73e-06,0,0
17,164,1.29e-03,0,1
18,7,1.05e-03,0,0
18,13,1.29e-04,0,0
18,32,7.80e-09,0,0
18,59,2.10e-06,0,0
18,138,3.82e-03,0,1
18,148,1.73e-09,0,1
19,102,9.36e-05,0,0
19,104,3.24e-03,0,0
19,109,1.66e-03,0,0
19,130,1.19e-07,0,1
20,10,1.66e-04,0,0
20,27,7.56e-05,0,0
20,37,4.76e-03,0,0
21,1,1.61e-07,0,0
21,18,4.10e-06,0,0
21,29,4.56e-06,0,0
21,33,4.13e-03,0,0
21,43,8.58e-04,0,0
21,50,1.81e-10,0,0
21,116,1.50e-10,0,1
22,16,2.29e-03,0,0
22,44,1.48e-08,0,0
22,103,2.70e-03,0,0
22,178,9.55e-06,0,1
23,51,4.89e-04,0,0
23,100,2.41e-04,0,0
23,149,4.27e-03,0,1
24,55,4.42e-08,0,0
24,135,4.94e-03,0,1
24,155,4.82e-10,0,1
24,182,6.38e-05,0,1
25,2,1.63e-08,0,0
25,19,1.80e-03,0,0
25,30,4.44e-05,0,0
25,155,4.71e-08,0,1
25,158,3.16e-03,0,1
25,184,2.67e-09,0,1
26,12,1.42e-05,0,0
26,52,3.15e-03,0,0
26,174,1.83e-03,0,1
26,193,1.66e-09,0,1
27,7,1.22e-06,0,0
27,138,6.20e-04,0,1
27,148,4.38e-03,0,1
28,28,1.33e-06,0,0
28,44,2.01e-03,0,0
28,83,1.50e-10,0,0
28,90,1.04e-04,0,0
