i,j,val,ci,cj
0,0,4.76e-03,0,0
0,11,1.08e-10,0,0
0,96,7.80e-08,0,0
0,99,2.43e-04,0,0
0,141,5.31e-08,0,1
1,1,4.99e-03,0,0
1,147,9.12e-06,0,1
1,194,1.95e-07,0,1
2,2,4.85e-03,0,0
2,30,1.53e-04,0,0
3,3,5.00e-03,0,0
4,4,5.00e-03,0,0
4,128,1.26e-08,0,1
5,5,5.00e-03,0,0
5,196,1.25e-07,0,1
6,6,3.77e-03,0,0
6,17,1.23e-03,0,0
6,67,3.82e-10,0,0
7,7,4.41e-03,0,0
7,32,5.74e-04,0,0
7,101,8.73e-10,0,0
7,138,1.18e-05,0,1
8,8,4.00e-03,0,0
8,13,9.54e-09,0,0
8,40,1.00e-03,0,0
9,9,4.97e-03,0,0
9,71,2.60e-05,0,0
10,10,5.00e-03,0,0
10,183,1.80e-09,0,1
11,0,7.27e-10,0,0
11,11,5.00e-03,0,0
12,12,5.00e-03,0,0
12,51,3.29e-07,0,0
12,52,1.02e-06,0,0
13,8,9.54e-09,0,0
13,13,4.99e-03,0,0
13,40,1.09e-05,0,0
14,14,4.99e-03,0,0
14,23,9.69e-06,0,0
14,58,1.81e-09,0,0
15,15,4.92e-03,0,0
15,26,7.94e-05,0,0
16,16,5.00e-03,0,0
16,178,9.52e-09,0,1
17,6,1.23e-03,0,0
17,17,3.77e-03,0,0
17,54,1.51e-08,0,0
18,18,4.99e-03,0,0
18,33,4.61e-06,0,0
18,50,1.55e-06,0,0
18,145,7.60e-08,0,1
18,186,1.95e-07,0,1
19,19,5.00e-03,0,0
19,158,4.85e-08,0,1
20,20,5.00e-03,0,0
20,36,7.29e-10,0,0
21,21,4.99e-03,0,0
21,92,1.06e-05,0,0
21,127,9.25e-09,0,1
21,173,1.12e-07,0,1
22,22,4.99e-03,0,0
22,154,7.60e-06,0,1
23,14,9.70e-06,0,0
23,23,4.99e-03,0,0
23,58,1.17e-06,0,0
24,24,5.00e-03,0,0
24,35,3.64e-09,0,0
25,25,5.00e-03,0,0
25,95,1.53e-09,0,0
26,15,7.94e-05,0,0
26,26,4.92e-03,0,0
26,73,4.31e-07,0,0
27,27,5.00e-03,0,0
27,199,1.64e-07,0,1
28,28,4.99e-03,0,0
28,118,3.97e-07,0,1
28,121,1.31e-05,0,1
29,29,5.00e-03,0,0
29,33,5.68e-10,0,0
29,82,2.65e-09,0,0
30,2,1.53e-04,0,0
30,30,4.85e-03,0,0
30,69,1.02e-07,0,0
31,31,5.00e-03,0,0
32,7,5.74e-04,0,0
32,32,4.43e-03,0,0
32,101,1.37e-08,0,0
32,138,3.29e-07,0,1
33,18,4.62e-06,0,0
33,29,1.79e-10,0,0
33,33,4.99e-03,0,0
33,43,1.81e-09,0,0
33,50,1.41e-06,0,0
33,145,7.55e-10,0,1
34,34,5.00e-03,0,0
35,24,3.61e-09,0,0
35,35,5.00e-03,0,0
36,20,2.64e-10,0,0
36,36,4.97e-03,0,0
36,78,3.10e-05,0,0
37,37,5.00e-03,0,0
38,38,4.99e-03,0,0
38,125,1.37e-05,0,1
39,39,5.00e-03,0,0
40,8,1.00e-03,0,0
40,13,1.09e-05,0,0
40,40,3.99e-03,0,0
41,41,5.00e-03,0,0
41,64,5.22e-07,0,0
42,42,4.70e-03,0,0
42,56,3.03e-04,0,0
42,150,1.51e-08,0,1
43,33,5.33e-09,0,0
43,43,5.00e-03,0,0
44,44,5.00e-03,0,0
45,45,4.99e-03,0,0
45,66,1.90e-09,0,0
45,157,1.31e-05,0,1
46,46,5.00e-03,0,0
46,63,6.93e-10,0,0
46,124,2.28e-08,0,1
47,47,5.00e-03,0,0
48,48,5.00e-03,0,0
49,49,4.99e-03,0,0
49,169,1.48e-05,0,1
50,18,1.55e-06,0,0
50,33,1.41e-06,0,0
50,50,4.99e-03,0,0
50,75,1.10e-08,0,0
50,145,8.31e-06,0,1
50,186,1.24e-09,0,1
51,12,3.35e-07,0,0
51,51,5.00e-03,0,0
52,12,1.02e-06,0,0
52,52,5.00e-03,0,0
53,53,4.73e-03,0,0
53,81,2.71e-04,0,0
54,6,1.58e-10,0,0
54,17,4.00e-08,0,0
