i,j,val,ci,cj
0,0,5.54e-05,0,0
0,53,2.46e-03,0,0
0,64,7.85e-06,0,0
0,81,2.47e-03,0,0
1,49,3.41e-03,0,0
1,52,3.75e-07,0,0
1,72,6.14e-04,0,0
1,80,9.77e-04,0,0
2,19,5.00e-03,0,0
2,54,7.41e-09,0,0
3,21,4.96e-03,0,0
3,68,1.45e-09,0,0
3,76,5.41e-08,0,0
3,79,1.25e-05,0,0
3,92,3.00e-05,0,0
4,1,1.76e-09,0,0
4,33,4.04e-03,0,0
4,49,8.85e-05,0,0
4,60,6.16e-09,0,0
4,72,8.70e-04,0,0
5,5,8.52e-04,0,0
5,6,1.63e-03,0,0
5,22,1.30e-09,0,0
5,28,2.51e-03,0,0
5,48,3.96e-06,0,0
6,5,2.29e-06,0,0
6,6,1.42e-03,0,0
6,22,1.27e-08,0,0
6,28,7.94e-04,0,0
6,47,4.43e-07,0,0
6,48,1.51e-05,0,0
6,62,8.75e-04,0,0
6,70,1.89e-03,0,0
6,105,2.45e-06,0,0
7,27,2.62e-05,0,0
7,31,2.63e-04,0,0
7,32,4.92e-04,0,0
7,35,1.84e-07,0,0
7,43,4.19e-03,0,0
7,100,3.02e-05,0,0
8,0,4.94e-03,0,0
8,7,1.58e-07,0,0
8,24,6.27e-05,0,0
9,24,9.06e-06,0,0
9,58,4.99e-03,0,0
10,13,6.07e-06,0,0
10,40,7.97e-08,0,0
10,60,4.99e-03,0,0
11,23,1.61e-03,0,0
11,67,1.62e-03,0,0
11,94,3.39e-10,0,0
11,102,1.76e-03,0,0
12,15,1.78e-08,0,0
12,26,1.77e-06,0,0
12,100,1.28e-04,0,0
12,113,4.87e-03,0,0
13,31,3.77e-03,0,0
13,32,1.23e-03,0,0
14,16,2.12e-03,0,0
14,44,8.26e-05,0,0
14,46,2.97e-09,0,0
14,63,7.99e-06,0,0
14,86,2.79e-03,0,0
15,95,6.05e-08,0,0
15,106,5.00e-03,0,0
16,8,6.40e-06,0,0
16,22,1.43e-07,0,0
16,40,5.38e-04,0,0
16,44,8.27e-09,0,0
16,48,7.93e-09,0,0
16,88,4.46e-03,0,0
17,33,3.98e-08,0,0
17,49,1.48e-03,0,0
17,60,3.71e-10,0,0
17,72,3.52e-03,0,0
18,11,4.69e-04,0,0
18,38,4.53e-03,0,0
18,67,4.42e-06,0,0
19,37,4.42e-03,0,0
19,54,5.83e-04,0,0
19,65,4.77e-07,0,0
19,84,1.05e-10,0,0
20,4,4.04e-03,0,0
20,17,9.62e-04,0,0
21,39,2.44e-04,0,0
21,74,1.58e-06,0,0
21,114,4.75e-03,0,0
22,13,1.35e-03,0,0
22,22,5.49e-10,0,0
22,42,3.65e-03,0,0
22,48,2.78e-10,0,0
22,62,9.14e-07,0,0
23,2,2.95e-04,0,0
23,75,4.65e-03,0,0
23,99,5.13e-05,0,0
23,107,2.11e-07,0,0
23,109,2.57e-07,0,0
24,3,3.23e-03,0,0
24,9,1.61e-06,0,0
24,71,1.31e-03,0,0
24,98,7.76e-08,0,0
24,110,4.57e-04,0,0
25,0,1.26e-06,0,0
25,53,2.53e-03,0,0
25,64,7.09e-06,0,0
25,81,2.46e-03,0,0
26,0,1.13e-10,0,0
26,7,4.99e-03,0,0
26,24,6.78e-08,0,0
26,58,5.70e-06,0,0
27,27,1.90e-03,0,0
27,38,1.10e-09,0,0
27,70,8.27e-09,0,0
27,89,3.10e-03,0,0
27,91,3.67e-10,0,0
28,5,2.81e-06,0,0
28,6,1.95e-03,0,0
28,22,1.31e-06,0,0
28,28,1.70e-03,0,0
28,47,5.39e-10,0,0
28,48,8.26e-04,0,0
28,62,5.17e-04,0,0
28,70,1.10e-05,0,0
28,105,7.57e-10,0,0
29,29,1.71e-03,0,0
29,50,1.93e-10,0,0
29,55,6.56e-08,0,0
29,57,1.85e-05,0,0
29,87,3.27e-03,0,0
29,91,1.59e-10,0,0
29,108,1.68e-08,0,0
30,16,1.33e-05,0,0
30,76,1.19e-06,0,0
30,86,5.97e-05,0,0
30,103,4.93e-03,0,0
30,111,3.65e-09,0,0
31,27,3.05e-03,0,0
31,31,9.65e-04,0,0
31,32,2.99e-04,0,0
31,35,9.22e-09,0,0
31,43,6.85e-04,0,0
31,100,2.62e-08,0,0
32,32,2.13e-10,0,0
32,35,2.94e-05,0,0
32,43,1.27e-04,0,0
32,100,4.84e-03,0,0
33,49,2.02e-05,0,0
33,51,5.28e-08,0,0
33,52,3.12e-03,0,0
33,72,1.31e-06,0,0
33,80,1.86e-03,0,0
34,0,4.26e-06,0,0
34,56,5.00e-03,0,0
35,23,2.66e-03,0,0
35,38,1.80e-10,0,0
35,67,7.77e-08,0,0
35,95,1.70e-03,0,0
35,102,6.39e-04,0,0
36,1,9.64e-04,0,0
36,4,1.93e-09,0,0
36,17,4.03e-03,0,0
36,33,1.39e-06,0,0
36,60,4.07e-06,0,0
37,65,1.70e-03,0,0
37,84,3.30e-03,0,0
37,98,1.96e-07,0,0
38,23,7.17e-04,0,0
38,50,2.21e-08,0,0
38,55,1.27e-07,0,0
38,67,3.37e-03,0,0
38,94,1.81e-06,0,0
38,102,9.09e-04,0,0
39,74,3.82e-03,0,0
39,77,5.92e-08,0,0
39,83,1.18e-03,0,0
40,13,2.83e-03,0,0
40,31,1.66e-06,0,0
40,32,1.20e-07,0,0
40,59,2.17e-03,0,0
41,18,7.84e-08,0,0
41,85,5.00e-03,0,0
41,96,6.76e-07,0,0
42,61,3.40e-03,0,0
42,66,4.16e-10,0,0
42,82,1.04e-03,0,0
42,96,5.61e-04,0,0
43,11,4.53e-03,0,0
43,35,1.00e-10,0,0
43,38,4.74e-04,0,0
43,73,1.16e-09,0,0
44,13,8.04e-04,0,0
44,22,3.27e-03,0,0
44,40,6.43e-05,0,0
44,42,3.14e-10,0,0
44,48,8.58e-04,0,0
45,4,3.48e-05,0,0
45,8,4.30e-03,0,0
45,10,5.53e-04,0,0
45,17,8.37e-06,0,0
45,34,1.55e-05,0,0
45,40,9.30e-05,0,0
45,88,8.51e-09,0,0
46,18,4.76e-03,0,0
46,24,2.71e-09,0,0
46,25,2.35e-04,0,0
46,101,9.54e-06,0,0
47,18,2.43e-04,0,0
47,25,4.76e-03,0,0
47,85,4.64e-08,0,0
48,13,8.04e-06,0,0
48,22,1.13e-05,0,0
48,42,1.35e-03,0,0
48,48,1.94e-05,0,0
48,62,3.61e-03,0,0
48,70,1.23e-09,0,0
49,51,1.53e-03,0,0
49,52,2.15e-04,0,0
49,93,1.79e-04,0,0
49,112,3.07e-03,0,0
50,29,1.56e-07,0,0
50,50,2.88e-03,0,0
50,54,5.90e-10,0,0
50,55,1.55e-03,0,0
50,87,5.76e-04,0,0
51,15,4.17e-06,0,0
51,26,4.99e-03,0,0
51,113,3.69e-06,0,0
52,14,1.10e-03,0,0
52,21,3.88e-05,0,0
52,76,3.86e-03,0,0
53,9,3.15e-07,0,0
53,41,8.49e-10,0,0
53,53,4.72e-06,0,0
53,64,1.82e-05,0,0
