i,j,val,ci,cj
0,115,9.95e-04,0,1
0,125,4.00e-03,0,1
0,191,1.68e-06,0,1
1,49,6.43e-05,0,0
1,72,1.20e-06,0,0
1,141,2.19e-04,0,1
1,165,4.72e-03,0,1
2,146,2.00e-05,0,1
2,196,4.98e-03,0,1
3,56,3.94e-03,0,0
3,124,1.06e-03,0,1
4,1,1.42e-10,0,0
4,33,8.50e-04,0,0
4,49,9.19e-04,0,0
4,72,3.23e-03,0,0
5,5,2.34e-07,0,0
5,6,2.05e-08,0,0
5,28,5.73e-08,0,0
5,77,2.38e-06,0,0
5,138,5.36e-04,0,1
5,172,4.46e-03,0,1
6,66,2.13e-03,0,0
6,150,2.67e-03,0,1
6,161,1.98e-04,0,1
7,18,1.31e-03,0,0
7,27,2.35e-04,0,0
7,35,2.30e-08,0,0
7,43,2.28e-03,0,0
7,101,1.18e-03,0,0
8,13,1.84e-04,0,0
8,59,3.06e-04,0,0
8,133,4.51e-03,0,1
9,21,3.94e-03,0,0
9,56,1.06e-03,0,0
10,13,5.15e-09,0,0
10,40,3.26e-06,0,0
10,60,4.97e-03,0,0
10,121,2.48e-05,0,1
11,174,2.64e-03,0,1
11,176,2.36e-03,0,1
12,92,9.42e-09,0,0
12,123,3.11e-03,0,1
12,140,1.84e-03,0,1
12,153,2.45e-06,0,1
12,183,4.59e-05,0,1
12,184,5.08e-08,0,1
13,153,2.16e-10,0,1
13,163,4.97e-03,0,1
13,199,3.41e-05,0,1
14,177,5.69e-08,0,1
14,189,5.00e-03,0,1
15,30,3.85e-03,0,0
15,125,9.96e-04,0,1
15,139,1.29e-04,0,1
15,149,2.85e-05,0,1
16,80,1.04e-03,0,0
16,90,3.96e-03,0,0
16,193,4.32e-10,0,1
17,49,3.24e-03,0,0
17,72,1.76e-03,0,0
18,11,3.31e-04,0,0
18,27,7.00e-09,0,0
18,38,4.67e-03,0,0
18,67,4.52e-09,0,0
19,145,2.35e-03,0,1
19,169,2.54e-03,0,1
19,181,1.05e-04,0,1
20,4,3.88e-03,0,0
20,130,1.12e-03,0,1
21,8,1.18e-03,0,0
21,26,8.23e-04,0,0
21,104,7.51e-05,0,0
21,110,1.55e-07,0,0
21,162,1.17e-10,0,1
21,167,2.93e-03,0,1
22,9,2.44e-08,0,0
22,92,3.44e-09,0,0
22,123,2.66e-07,0,1
22,140,1.34e-06,0,1
22,153,1.78e-05,0,1
22,183,4.95e-03,0,1
22,184,2.77e-05,0,1
23,50,1.89e-09,0,0
23,94,4.93e-03,0,0
23,160,6.71e-05,0,1
24,152,5.00e-03,0,1
24,164,2.18e-09,0,1
25,30,1.15e-03,0,0
25,65,3.22e-03,0,0
25,155,2.66e-04,0,1
25,186,3.64e-04,0,1
26,8,1.14e-06,0,0
26,26,2.33e-08,0,0
26,104,4.87e-03,0,0
26,110,7.45e-05,0,0
26,162,5.63e-05,0,1
26,167,2.95e-07,0,1
27,143,1.23e-05,0,1
27,161,5.05e-04,0,1
27,166,4.48e-03,0,1
28,116,2.99e-03,0,1
28,117,9.84e-07,0,1
28,147,1.25e-04,0,1
28,175,1.88e-03,0,1
29,180,5.00e-03,0,1
30,30,4.20e-07,0,0
30,65,5.82e-04,0,0
30,139,4.12e-10,0,1
30,155,4.42e-03,0,1
30,186,7.57e-10,0,1
31,117,1.02e-04,0,1
31,136,1.71e-03,0,1
31,147,1.05e-06,0,1
31,151,2.13e-03,0,1
31,157,5.66e-05,0,1
31,166,1.83e-04,0,1
31,194,8.24e-04,0,1
32,18,2.41e-04,0,0
32,27,9.40e-10,0,0
32,35,2.04e-03,0,0
32,43,2.72e-03,0,0
32,101,3.38e-08,0,0
33,14,3.35e-03,0,0
33,30,1.61e-08,0,0
33,65,9.97e-04,0,0
33,88,4.67e-07,0,0
33,126,5.14e-04,0,1
33,155,1.25e-04,0,1
33,177,1.41e-08,0,1
33,179,5.90e-09,0,1
33,182,1.19e-10,0,1
33,186,9.23e-06,0,1
34,1,8.65e-04,0,0
34,33,4.13e-03,0,0
34,60,1.14e-06,0,0
35,11,3.08e-05,0,0
35,23,9.78e-04,0,0
35,38,1.57e-04,0,0
35,67,3.78e-03,0,0
35,102,2.20e-07,0,0
35,178,5.35e-05,0,1
36,1,3.08e-10,0,0
36,4,8.59e-04,0,0
36,17,4.14e-03,0,0
37,132,5.00e-03,0,1
37,181,8.04e-07,0,1
38,29,2.84e-03,0,0
38,50,7.73e-05,0,0
38,55,2.08e-03,0,0
38,67,1.08e-08,0,0
39,116,1.21e-03,0,1
39,135,1.03e-03,0,1
39,175,2.75e-03,0,1
40,30,3.53e-06,0,0
40,65,5.30e-07,0,0
40,139,4.87e-03,0,1
40,155,1.25e-04,0,1
41,116,8.94e-05,0,1
41,117,9.98e-04,0,1
41,147,3.11e-03,0,1
41,175,9.19e-07,0,1
41,194,7.98e-04,0,1
42,163,1.25e-07,0,1
42,188,2.21e-04,0,1
42,192,1.26e-05,0,1
42,199,4.77e-03,0,1
43,11,4.64e-03,0,0
43,18,2.08e-10,0,0
43,35,1.87e-04,0,0
43,38,1.75e-04,0,0
44,62,9.94e-05,0,0
44,66,2.36e-04,0,0
44,143,1.15e-10,0,1
44,150,3.69e-04,0,1
44,161,4.30e-03,0,1
44,195,1.61e-09,0,1
45,14,3.18e-04,0,0
45,30,1.13e-10,0,0
45,65,1.26e-04,0,0
45,88,4.69e-06,0,0
45,126,4.48e-03,0,1
45,155,6.60e-05,0,1
45,177,5.15e-07,0,1
45,182,1.32e-08,0,1
45,186,2.79e-08,0,1
46,1,1.18e-10,0,0
46,40,3.02e-06,0,0
46,60,3.00e-05,0,0
46,121,4.97e-03,0,1
46,171,2.74e-10,0,1
47,116,3.33e-05,0,1
47,117,4.41e-04,0,1
47,147,1.15e-03,0,1
47,175,2.54e-07,0,1
47,194,3.38e-03,0,1
48,28,2.30e-10,0,0
48,144,5.00e-03,0,1
49,12,1.14e-04,0,0
49,112,4.15e-03,0,0
49,141,7.35e-04,0,1
50,29,4.13e-08,0,0
50,71,2.01e-03,0,0
50,87,5.14e-04,0,0
50,145,1.50e-04,0,1
50,169,5.36e-04,0,1
50,181,1.78e-03,0,1
50,197,3.55e-06,0,1
51,128,5.00e-03,0,1
51,198,2.55e-07,0,1
52,92,2.62e-05,0,0
52,118,2.89e-08,0,1
