i,j,val,ci,cj
0,25,3.48e-03,0,0
0,26,4.82e-04,0,0
0,34,7.88e-04,0,0
0,62,2.53e-04,0,0
0,97,2.12e-07,0,0
1,12,3.64e-03,0,0
1,51,9.09e-04,0,0
1,112,4.51e-04,0,0
2,41,5.90e-10,0,0
2,64,1.63e-05,0,0
2,81,7.71e-05,0,0
2,84,1.44e-03,0,0
2,164,8.89e-07,0,1
2,171,3.46e-03,0,1
3,39,1.81e-03,0,0
3,71,3.19e-03,0,0
4,12,4.47e-08,0,0
4,52,4.94e-03,0,0
4,112,5.98e-05,0,0
5,5,1.71e-03,0,0
5,6,5.01e-06,0,0
5,74,1.60e-06,0,0
5,77,3.28e-03,0,0
5,83,3.61e-10,0,0
6,5,1.24e-05,0,0
6,6,1.35e-05,0,0
6,77,1.60e-03,0,0
6,105,3.37e-03,0,0
7,18,9.63e-04,0,0
7,38,2.01e-03,0,0
7,128,2.03e-03,0,1
7,143,2.50e-07,0,1
8,7,6.68e-04,0,0
8,31,8.68e-04,0,0
8,32,3.46e-03,0,0
8,172,2.76e-06,0,1
9,21,5.00e-03,0,0
9,101,1.29e-09,0,0
10,7,3.62e-03,0,0
10,13,2.23e-09,0,0
10,31,8.99e-04,0,0
10,32,2.05e-04,0,0
10,42,3.83e-05,0,0
10,59,2.38e-04,0,0
10,80,1.29e-10,0,0
11,55,2.24e-03,0,0
11,145,2.62e-07,0,1
11,161,2.54e-03,0,1
11,168,2.17e-04,0,1
12,15,1.23e-06,0,0
12,73,4.00e-03,0,0
12,95,1.11e-05,0,0
12,106,9.34e-04,0,0
12,140,5.70e-05,0,1
13,31,9.83e-10,0,0
13,32,2.63e-10,0,0
13,43,1.85e-03,0,0
13,172,3.15e-03,0,1
14,16,2.71e-03,0,0
14,45,1.26e-06,0,0
14,76,1.74e-03,0,0
14,85,5.47e-04,0,0
15,99,1.53e-04,0,0
15,104,1.14e-03,0,0
15,107,3.70e-03,0,0
16,22,4.18e-03,0,0
16,42,7.51e-06,0,0
16,44,6.51e-04,0,0
16,48,1.61e-04,0,0
16,88,1.79e-09,0,0
17,12,1.14e-03,0,0
17,52,5.99e-05,0,0
17,112,3.80e-03,0,0
18,55,2.32e-04,0,0
18,91,6.09e-08,0,0
18,145,4.77e-03,0,1
18,161,1.50e-07,0,1
19,0,3.40e-03,0,0
19,53,5.92e-10,0,0
19,81,1.51e-04,0,0
19,134,1.45e-03,0,1
20,1,2.20e-06,0,0
20,33,5.00e-03,0,0
20,60,2.94e-08,0,0
20,72,1.42e-10,0,0
21,45,5.00e-03,0,0
21,63,2.32e-06,0,0
21,85,2.15e-06,0,0
22,6,1.12e-09,0,0
22,22,3.38e-10,0,0
22,42,1.31e-03,0,0
22,48,7.28e-08,0,0
22,70,3.69e-03,0,0
22,105,2.78e-08,0,0
23,19,9.45e-05,0,0
23,54,1.94e-03,0,0
23,87,2.83e-06,0,0
23,161,1.65e-08,0,1
23,168,2.97e-03,0,1
24,101,5.00e-03,0,0
24,113,2.05e-06,0,0
25,25,1.52e-03,0,0
25,26,3.13e-03,0,0
25,34,3.37e-04,0,0
25,62,1.12e-06,0,0
25,97,8.84e-06,0,0
26,99,1.62e-03,0,0
26,104,2.09e-03,0,0
26,107,1.29e-03,0,0
27,91,4.77e-03,0,0
27,145,2.27e-04,0,1
28,5,1.31e-03,0,0
28,6,3.36e-03,0,0
28,77,1.13e-04,0,0
28,105,2.16e-04,0,0
29,24,4.78e-03,0,0
29,53,1.51e-08,0,0
29,110,2.88e-10,0,0
29,165,2.42e-09,0,1
29,170,2.22e-04,0,1
30,41,7.78e-07,0,0
30,64,4.98e-03,0,0
30,81,1.75e-05,0,0
30,171,5.40e-10,0,1
31,18,4.04e-03,0,0
31,38,4.97e-04,0,0
31,128,3.68e-04,0,1
31,143,9.94e-05,0,1
32,18,1.80e-08,0,0
32,38,2.40e-03,0,0
32,128,2.60e-03,0,1
33,12,2.24e-04,0,0
33,51,4.09e-03,0,0
33,93,1.21e-10,0,0
33,112,6.85e-04,0,0
34,59,5.95e-09,0,0
34,80,5.00e-03,0,0
35,55,1.81e-09,0,0
35,75,3.22e-03,0,0
35,161,4.83e-09,0,1
35,168,1.78e-03,0,1
36,33,1.36e-08,0,0
36,49,1.40e-03,0,0
36,60,7.47e-09,0,0
36,72,3.60e-03,0,0
37,0,5.16e-07,0,0
37,134,8.18e-08,0,1
37,173,5.00e-03,0,1
38,55,2.53e-03,0,0
38,145,3.04e-06,0,1
38,161,2.44e-03,0,1
38,168,2.84e-05,0,1
39,8,5.00e-03,0,0
39,20,6.19e-09,0,0
40,7,4.70e-04,0,0
40,31,1.40e-03,0,0
40,32,1.33e-03,0,0
40,172,1.79e-03,0,1
41,103,1.12e-03,0,0
41,111,3.88e-03,0,0
42,18,4.72e-08,0,0
42,70,1.01e-04,0,0
42,143,4.90e-03,0,1
43,23,4.60e-03,0,0
43,67,9.42e-05,0,0
43,176,3.06e-04,0,1
44,22,7.11e-04,0,0
44,42,7.02e-04,0,0
44,48,3.59e-03,0,0
45,13,1.44e-10,0,0
45,40,7.80e-05,0,0
45,60,4.92e-03,0,0
46,13,2.26e-04,0,0
46,42,1.24e-05,0,0
46,59,4.76e-03,0,0
46,60,9.92e-09,0,0
47,39,1.54e-10,0,0
47,74,1.07e-07,0,0
47,114,5.00e-03,0,0
48,5,1.10e-10,0,0
48,6,1.62e-03,0,0
48,22,1.02e-06,0,0
48,42,2.42e-06,0,0
48,48,7.65e-04,0,0
48,70,1.21e-03,0,0
48,105,1.41e-03,0,0
49,93,1.01e-04,0,0
49,197,4.90e-03,0,1
50,24,9.51e-06,0,0
50,53,4.83e-03,0,0
50,81,1.94e-05,0,0
50,110,9.22e-05,0,0
50,165,5.35e-05,0,1
51,23,8.90e-05,0,0
51,95,4.91e-03,0,0
51,106,2.11e-10,0,0
51,176,2.19e-06,0,1
52,15,9.05e-04,0,0
52,73,3.65e-08,0,0
52,140,4.09e-03,0,1
53,26,1.51e-07,0,0
53,90,1.10e-08,0,0
53,97,2.83e-03,0,0
53,113,2.17e-03,0,0
54,0,7.57e-04,0,0
54,53,1.87e-05,0,0
54,81,3.03e-03,0,0
54,134,1.19e-03,0,1
55,24,2.12e-04,0,0
55,53,8.54e-05,0,0
55,81,2.48e-08,0,0
55,110,1.27e-03,0,0
55,165,3.43e-03,0,1
55,170,1.92e-06,0,1
56,2,5.00e-03,0,0
57,9,1.42e-04,0,0
57,56,4.86e-03,0,0
58,1,1.18e-05,0,0
58,10,2.31e-03,0,0
58,17,3.60e-05,0,0
58,46,3.26e-07,0,0
58,78,2.64e-03,0,0
59,35,1.85e-03,0,0
59,43,3.15e-03,0,0
60,100,5.00e-03,0,0
60,172,1.26e-10,0,1
61,16,4.86e-10,0,0
61,61,3.07e-04,0,0
61,86,4.69e-03,0,0
62,89,4.99e-03,0,0
62,105,6.19e-06,0,0
63,13,4.77e-03,0,0
63,40,1.49e-04,0,0
63,42,1.74e-07,0,0
63,60,7.76e-05,0,0
64,26,1.58e-09,0,0
64,34,3.88e-03,0,0
64,90,2.01e-07,0,0
64,111,1.12e-03,0,0
65,11,5.24e-05,0,0
65,103,9.23e-04,0,0
65,158,4.02e-03,0,1
65,173,1.27e-07,0,1
66,20,4.92e-03,0,0
66,29,8.44e-05,0,0
67,55,2.91e-07,0,0
67,87,4.99e-03,0,0
67,145,2.83e-08,0,1
67,161,1.36e-05,0,1
67,168,1.26e-09,0,1
68,1,1.60e-04,0,0
68,17,4.79e-03,0,0
68,33,3.05e-09,0,0
68,78,4.87e-05,0,0
69,41,5.00e-03,0,0
69,64,6.75e-07,0,0
69,84,2.35e-10,0,0
70,57,3.35e-04,0,0
70,89,4.66e-06,0,0
70,91,2.26e-04,0,0
70,108,4.43e-03,0,0
71,65,9.87e-04,0,0
71,90,4.86e-09,0,0
71,113,5.73e-08,0,0
71,127,5.25e-07,0,1
71,130,4.01e-03,0,1
72,93,4.90e-03,0,0
72,112,5.85e-09,0,0
72,197,1.01e-04,0,1
73,75,1.77e-03,0,0
73,99,3.22e-03,0,0
73,104,3.19e-07,0,0
73,107,5.46e-06,0,0
74,39,4.64e-06,0,0
74,61,4.24e-09,0,0
74,66,3.18e-03,0,0
74,74,1.46e-08,0,0
74,96,1.81e-03,0,0
75,81,1.68e-09,0,0
75,84,1.54e-03,0,0
75,110,1.20e-03,0,0
75,164,2.82e-06,0,1
75,165,7.24e-04,0,1
75,171,1.53e-03,0,1
76,10,8.72e-09,0,0
76,45,3.00e-06,0,0
76,46,6.22e-04,0,0
76,63,4.37e-03,0,0
77,39,3.14e-06,0,0
77,74,5.00e-03,0,0
78,49,3.60e-03,0,0
78,72,1.40e-03,0,0
79,1,4.83e-03,0,0
79,17,1.73e-04,0,0
79,33,1.09e-06,0,0
80,35,3.15e-03,0,0
80,73,1.00e-03,0,0
80,140,8.47e-04,0,1
80,197,1.63e-07,0,1
81,26,1.39e-03,0,0
81,34,6.79e-09,0,0
81,90,1.45e-03,0,0
81,97,2.16e-03,0,0
81,113,4.94e-07,0,0
82,20,8.44e-05,0,0
82,29,6.58e-05,0,0
82,61,1.66e-03,0,0
82,96,3.19e-03,0,0
83,61,3.03e-03,0,0
83,83,1.97e-03,0,0
83,86,2.67e-06,0,0
84,11,1.37e-03,0,0
84,90,6.97e-09,0,0
84,103,2.91e-03,0,0
84,158,7.18e-04,0,1
85,1,1.89e-10,0,0
85,10,2.69e-03,0,0
85,40,3.53e-06,0,0
85,60,1.70e-07,0,0
85,88,2.31e-03,0,0
86,22,1.06e-04,0,0
86,44,4.35e-03,0,0
86,48,4.87e-04,0,0
86,86,5.98e-05,0,0
87,0,8.37e-04,0,0
87,65,1.80e-03,0,0
87,134,2.36e-03,0,1
88,7,2.43e-04,0,0
88,31,1.83e-03,0,0
88,32,7.24e-08,0,0
88,42,2.93e-03,0,0
89,57,4.66e-03,0,0
89,108,2.43e-04,0,0
89,116,9.44e-05,0,1
89,170,9.16e-09,0,1
90,5,1.97e-03,0,0
90,6,1.30e-07,0,0
90,83,3.03e-03,0,0
90,86,2.64e-10,0,0
91,116,2.26e-04,0,1
91,170,4.77e-03,0,1
92,10,1.89e-07,0,0
92,45,6.52e-08,0,0
92,46,4.38e-03,0,0
92,63,6.22e-04,0,0
92,78,1.77e-10,0,0
93,95,7.87e-05,0,0
93,106,3.16e-03,0,0
93,178,1.76e-03,0,1
94,53,6.94e-05,0,0
94,81,1.70e-03,0,0
94,110,2.44e-03,0,0
94,165,7.86e-04,0,1
95,69,1.55e-10,0,0
95,75,1.00e-05,0,0
95,115,4.99e-03,0,1
96,14,5.00e-03,0,0
96,29,6.93e-08,0,0
96,61,5.28e-08,0,0
97,56,1.02e-09,0,0
97,65,2.21e-03,0,0
97,71,1.81e-03,0,0
97,101,1.66e-06,0,0
97,130,9.83e-04,0,1
97,152,8.02e-07,0,1
98,11,3.58e-03,0,0
98,90,1.38e-03,0,0
98,103,4.40e-05,0,0
98,158,1.23e-07,0,1
99,37,3.02e-09,0,0
99,84,1.78e-03,0,0
99,164,3.22e-03,0,1
99,171,7.61e-10,0,1
100,23,3.10e-04,0,0
100,176,4.69e-03,0,1
100,178,2.16e-10,0,1
101,38,9.25e-05,0,0
101,67,4.90e-03,0,0
101,128,3.05e-06,0,1
102,19,1.92e-03,0,0
102,37,1.50e-09,0,0
102,54,3.06e-03,0,0
102,87,9.45e-06,0,0
102,168,6.44e-06,0,1
103,16,2.29e-03,0,0
103,44,1.52e-06,0,0
103,86,2.45e-04,0,0
103,88,2.46e-03,0,0
104,19,1.66e-03,0,0
104,37,2.01e-03,0,0
104,69,4.02e-07,0,0
104,150,1.33e-03,0,1
105,57,1.44e-06,0,0
105,108,3.20e-04,0,0
105,116,4.68e-03,0,1
106,69,4.99e-03,0,0
106,99,1.72e-06,0,0
106,107,8.54e-10,0,0
106,115,3.77e-06,0,1
107,19,2.24e-08,0,0
107,37,2.99e-03,0,0
107,84,2.41e-04,0,0
107,164,1.77e-03,0,1
108,9,4.86e-03,0,0
108,39,4.61e-10,0,0
108,56,1.42e-04,0,0
108,116,2.81e-08,0,1
109,19,1.32e-03,0,0
109,69,2.68e-06,0,0
109,115,4.34e-06,0,1
109,150,3.67e-03,0,1
110,65,8.10e-10,0,0
110,90,2.17e-03,0,0
110,113,2.83e-03,0,0
110,127,2.33e-09,0,1
110,130,2.51e-07,0,1
111,40,4.77e-03,0,0
111,88,2.31e-04,0,0
112,15,4.09e-03,0,0
112,106,9.07e-04,0,0
112,140,1.85e-08,0,1
113,99,4.02e-08,0,0
113,104,1.76e-03,0,0
113,107,2.84e-07,0,0
113,178,3.24e-03,0,1
114,39,3.19e-03,0,0
114,66,1.81e-03,0,0
114,96,2.59e-10,0,0
115,20,4.91e-10,1,0
115,29,3.54e-04,1,0
115,139,1.87e-03,1,1
115,149,2.56e-03,1,1
115,155,2.22e-04,1,1
115,186,9.21e-07,1,1
116,76,7.04e-04,1,0
116,85,1.55e-03,1,0
116,92,2.41e-03,1,0
116,133,1.07e-04,1,1
116,183,2.28e-04,1,1
117,58,3.72e-06,1,0
117,76,3.06e-09,1,0
117,92,2.88e-06,1,0
117,98,3.80e-05,1,0
117,133,2.33e-06,1,1
117,182,1.34e-03,1,1
117,198,3.61e-03,1,1
118,62,8.85e-06,1,0
118,119,1.48e-07,1,1
118,188,1.08e-07,1,1
118,192,4.99e-03,1,1
119,47,8.29e-09,1,0
119,174,5.00e-03,1,1
120,109,4.71e-03,1,0
120,137,1.80e-09,1,1
120,156,1.23e-10,1,1
120,180,2.87e-04,1,1
121,118,4.54e-07,1,1
121,123,2.58e-04,1,1
121,124,4.71e-03,1,1
121,146,2.84e-05,1,1
121,196,9.48e-08,1,1
121,199,3.69e-06,1,1
122,151,1.73e-03,1,1
122,157,3.27e-03,1,1
122,194,2.35e-07,1,1
123,122,2.98e-09,1,1
123,131,9.17e-09,1,1
123,138,5.00e-03,1,1
123,195,1.29e-06,1,1
124,119,7.17e-09,1,1
124,154,4.99e-03,1,1
124,188,8.38e-06,1,1
124,192,3.94e-06,1,1
125,29,3.44e-04,1,0
125,155,3.17e-06,1,1
125,186,4.65e-03,1,1
126,130,2.97e-06,1,1
126,152,5.00e-03,1,1
127,121,2.59e-04,1,1
127,162,5.20e-07,1,1
127,190,4.74e-03,1,1
