i,j,val,ci,cj
0,24,3.96e-07,0,0
0,84,3.95e-03,0,0
0,110,1.05e-03,0,0
1,58,2.65e-03,0,0
1,68,9.19e-04,0,0
1,79,1.43e-03,0,0
2,73,4.30e-05,0,0
2,95,4.96e-03,0,0
3,57,5.08e-05,0,0
3,89,6.55e-09,0,0
3,105,3.27e-05,0,0
3,108,4.92e-03,0,0
4,58,4.93e-09,0,0
4,68,1.32e-06,0,0
4,142,5.00e-03,0,1
5,5,2.08e-06,0,0
5,61,8.39e-09,0,0
5,74,9.78e-06,0,0
5,77,1.99e-08,0,0
5,83,4.99e-03,0,0
6,5,4.33e-03,0,0
6,44,6.68e-04,0,0
6,48,1.07e-08,0,0
6,83,2.14e-07,0,0
6,86,2.54e-06,0,0
6,144,1.35e-10,0,1
7,10,3.84e-03,0,0
7,40,1.19e-05,0,0
7,88,8.45e-04,0,0
7,125,2.98e-04,0,1
8,45,3.67e-06,0,0
8,85,4.81e-03,0,0
8,183,1.84e-04,0,1
9,9,4.84e-03,0,0
9,57,7.63e-05,0,0
9,108,8.23e-05,0,0
10,58,1.12e-03,0,0
10,76,1.06e-03,0,0
10,92,2.82e-03,0,0
11,7,1.98e-03,0,0
11,31,2.16e-04,0,0
11,32,2.77e-03,0,0
11,172,2.86e-05,0,1
12,1,3.67e-03,0,0
12,17,1.11e-03,0,0
12,33,2.15e-04,0,0
12,117,3.67e-08,0,1
13,45,3.48e-03,0,0
13,46,8.62e-10,0,0
13,63,1.30e-03,0,0
13,183,2.25e-04,0,1
14,2,5.00e-03,0,0
14,8,2.07e-07,0,0
14,21,1.37e-09,0,0
15,12,1.08e-06,0,0
15,52,1.81e-03,0,0
15,112,3.19e-03,0,0
16,14,2.55e-04,0,0
16,20,3.55e-03,0,0
16,29,1.20e-03,0,0
17,58,1.10e-03,0,0
17,68,3.90e-03,0,0
17,79,6.49e-06,0,0
18,7,1.29e-03,0,0
18,13,2.71e-04,0,0
18,31,3.43e-03,0,0
18,32,2.18e-08,0,0
18,42,2.22e-09,0,0
18,59,1.04e-05,0,0
19,23,1.06e-03,0,0
