i,j,val,ci,cj
0,115,2.74e-03,0,1
0,132,2.26e-03,0,1
1,117,4.47e-03,0,1
1,128,1.50e-10,0,1
1,139,5.32e-04,0,1
2,2,4.79e-03,0,0
2,30,2.07e-04,0,0
2,69,1.43e-10,0,0
2,171,1.37e-08,0,1
3,3,5.00e-03,0,0
3,122,4.10e-10,0,1
3,188,5.53e-09,0,1
4,4,4.99e-03,0,0
4,128,6.49e-06,0,1
5,28,1.13e-04,0,0
5,90,3.78e-06,0,0
5,118,4.80e-03,0,1
5,121,8.42e-05,0,1
6,28,2.10e-03,0,0
6,118,8.41e-05,0,1
6,121,2.82e-03,0,1
7,7,2.53e-03,0,0
7,32,5.19e-04,0,0
7,101,2.19e-09,0,0
7,138,1.95e-03,0,1
8,8,3.90e-03,0,0
8,13,3.03e-08,0,0
8,40,1.10e-03,0,0
9,3,6.76e-10,0,0
9,122,5.00e-03,0,1
10,46,1.15e-05,0,0
10,88,1.55e-07,0,0
10,124,4.99e-03,0,1
10,142,2.65e-08,0,1
11,38,2.17e-03,0,0
11,125,2.83e-03,0,1
12,12,5.00e-03,0,0
12,51,7.84e-07,0,0
12,52,2.19e-06,0,0
12,93,3.53e-10,0,0
12,193,1.43e-10,0,1
13,8,3.03e-08,0,0
13,13,4.98e-03,0,0
13,40,1.85e-05,0,0
13,148,1.83e-10,0,1
14,21,2.26e-04,0,0
14,75,4.48e-03,0,0
14,91,3.78e-07,0,0
14,92,4.72e-10,0,0
14,127,2.93e-04,0,1
14,173,5.47e-08,0,1
15,15,4.89e-03,0,0
15,26,1.14e-04,0,0
15,73,1.13e-10,0,0
16,16,4.99e-03,0,0
16,178,5.15e-06,0,1
17,4,6.49e-06,0,0
17,117,2.17e-10,0,1
17,128,4.99e-03,0,1
18,129,5.00e-03,0,1
18,134,9.76e-10,0,1
19,19,4.98e-03,0,0
19,158,2.11e-05,0,1
20,20,5.00e-03,0,0
20,36,2.41e-09,0,0
20,151,2.36e-10,0,1
21,21,4.69e-03,0,0
21,75,2.61e-04,0,0
21,91,1.20e-05,0,0
21,92,9.24e-06,0,0
21,127,8.92e-09,0,1
21,173,2.39e-05,0,1
22,22,3.45e-03,0,0
22,154,1.55e-03,0,1
23,102,1.39e-03,0,0
23,130,3.61e-03,0,1
23,185,1.45e-10,0,1
24,53,2.05e-10,0,0
24,131,5.00e-03,0,1
25,115,2.26e-03,0,1
25,132,2.74e-03,0,1
26,15,1.14e-04,0,0
26,26,4.88e-03,0,0
26,73,1.02e-06,0,0
27,129,1.24e-09,0,1
27,134,5.00e-03,0,1
28,28,2.79e-03,0,0
28,118,1.13e-04,0,1
28,121,2.10e-03,0,1
28,154,1.79e-10,0,1
29,55,1.29e-07,0,0
29,135,4.99e-03,0,1
29,155,2.62e-10,0,1
29,182,7.26e-06,0,1
30,2,2.07e-04,0,0
30,30,4.79e-03,0,0
30,69,2.85e-07,0,0
31,7,1.95e-03,0,0
31,32,9.81e-05,0,0
31,101,1.96e-09,0,0
31,138,2.95e-03,0,1
32,7,5.19e-04,0,0
32,32,4.38e-03,0,0
32,101,3.53e-08,0,0
32,138,9.81e-05,0,1
33,117,5.32e-04,0,1
33,139,4.47e-03,0,1
34,46,1.81e-09,0,0
34,78,8.25e-10,0,0
34,124,3.18e-08,0,1
34,142,5.00e-03,0,1
35,125,3.75e-10,0,1
35,144,5.00e-03,0,1
36,20,1.47e-09,0,0
36,36,4.95e-03,0,0
36,78,4.87e-05,0,0
37,146,5.00e-03,0,1
38,38,2.83e-03,0,0
38,125,2.17e-03,0,1
39,39,5.00e-03,0,0
39,195,4.81e-08,0,1
40,8,1.10e-03,0,0
40,13,1.85e-05,0,0
40,40,3.88e-03,0,0
41,41,5.00e-03,0,0
41,64,1.18e-06,0,0
42,13,1.57e-09,0,0
42,148,5.00e-03,0,1
43,149,5.00e-03,0,1
44,44,5.00e-03,0,0
44,178,5.08e-10,0,1
45,63,2.05e-08,0,0
45,111,5.25e-07,0,0
45,151,5.00e-03,0,1
45,177,1.05e-08,0,1
46,46,4.99e-03,0,0
46,63,3.89e-09,0,0
46,124,1.15e-05,0,1
46,142,1.51e-09,0,1
47,47,5.00e-03,0,0
47,190,2.16e-08,0,1
48,22,1.55e-03,0,0
48,154,3.45e-03,0,1
49,49,2.74e-03,0,0
49,169,2.26e-03,0,1
50,55,1.40e-03,0,0
50,135,1.52e-10,0,1
50,155,3.59e-03,0,1
50,184,3.85e-06,0,1
51,12,7.89e-07,0,0
51,51,5.00e-03,0,0
52,12,2.18e-06,0,0
52,52,5.00e-03,0,0
52,193,4.34e-10,0,1
53,53,4.65e-03,0,0
53,81,3.45e-04,0,0
54,19,2.11e-05,0,0
54,158,4.98e-03,0,1
54,184,1.02e-07,0,1
55,55,3.60e-03,0,0
55,135,7.48e-08,0,1
55,155,1.40e-03,0,1
55,184,2.48e-08,0,1
56,161,5.00e-03,0,1
57,57,3.53e-03,0,0
57,108,1.47e-03,0,0
58,68,6.90e-07,0,0
58,79,1.24e-07,0,0
58,164,5.00e-03,0,1
59,59,5.00e-03,0,0
60,60,5.00e-03,0,0
61,61,5.00e-03,0,0
61,187,7.55e-08,0,1
62,62,5.00e-03,0,0
63,46,2.13e-09,0,0
63,63,5.00e-03,0,0
63,151,3.09e-08,0,1
64,41,1.15e-06,0,0
64,64,5.00e-03,0,0
64,81,1.63e-07,0,0
65,65,3.42e-03,0,0
65,98,1.13e-05,0,0
65,168,1.06e-10,0,1
65,176,1.57e-03,0,1
66,166,4.78e-03,0,1
66,175,2.22e-04,0,1
