i,j,val,ci,cj
0,15,3.79e-06,0,0
0,39,4.87e-03,0,0
0,56,1.28e-04,0,0
1,12,4.26e-03,0,0
1,51,6.68e-04,0,0
1,52,2.77e-10,0,0
1,112,7.65e-05,0,0
2,14,4.47e-03,0,0
2,103,5.28e-04,0,0
3,36,6.12e-05,0,0
3,45,1.04e-04,0,0
3,63,4.50e-03,0,0
3,78,3.36e-04,0,0
3,111,1.08e-07,0,0
4,36,4.13e-03,0,0
4,45,8.07e-04,0,0
4,78,6.64e-05,0,0
4,111,2.32e-10,0,0
5,6,4.64e-03,0,0
5,28,2.41e-04,0,0
5,47,8.40e-07,0,0
5,105,1.14e-04,0,0
6,47,1.75e-10,0,0
6,89,1.13e-04,0,0
6,105,4.89e-03,0,0
7,11,1.99e-03,0,0
7,18,1.02e-03,0,0
7,27,1.54e-09,0,0
7,38,1.99e-03,0,0
7,67,1.62e-07,0,0
8,16,1.25e-07,0,0
8,86,5.07e-07,0,0
8,103,4.47e-03,0,0
8,111,5.27e-04,0,0
9,3,2.95e-04,0,0
9,9,9.11e-06,0,0
9,74,5.85e-08,0,0
9,114,4.70e-03,0,0
10,7,5.72e-04,0,0
10,31,1.67e-06,0,0
10,32,4.42e-03,0,0
10,52,6.74e-07,0,0
10,80,9.81e-06,0,0
11,15,2.02e-06,0,0
11,76,5.00e-03,0,0
12,23,1.35e-10,0,0
12,73,6.82e-05,0,0
12,95,4.93e-03,0,0
12,106,1.28e-08,0,0
13,18,1.07e-06,0,0
13,43,4.73e-03,0,0
13,101,2.66e-04,0,0
14,10,4.95e-03,0,0
14,22,4.60e-05,0,0
14,46,4.09e-06,0,0
14,48,5.12e-08,0,0
15,99,1.97e-07,0,0
15,104,3.67e-03,0,0
15,107,1.33e-03,0,0
16,13,6.78e-04,0,0
16,22,7.90e-05,0,0
16,40,8.30e-10,0,0
16,42,4.24e-03,0,0
16,48,1.26e-07,0,0
17,12,1.56e-04,0,0
17,52,4.79e-03,0,0
17,112,5.26e-05,0,0
18,50,6.77e-05,0,0
18,55,4.93e-03,0,0
18,91,2.35e-08,0,0
18,94,1.70e-06,0,0
19,41,7.07e-10,0,0
19,65,4.72e-06,0,0
19,84,3.15e-03,0,0
19,98,1.85e-03,0,0
20,16,3.55e-03,0,0
20,86,3.94e-04,0,0
20,111,1.05e-03,0,0
21,14,2.61e-06,0,0
21,61,5.00e-03,0,0
22,7,9.81e-07,0,0
22,27,7.23e-05,0,0
22,31,5.03e-04,0,0
22,70,4.31e-03,0,0
22,89,1.18e-04,0,0
23,19,1.74e-06,0,0
23,54,5.00e-03,0,0
24,9,4.99e-03,0,0
24,24,1.11e-05,0,0
25,30,5.00e-03,0,0
25,88,1.81e-06,0,0
26,21,9.64e-09,0,0
26,44,1.61e-06,0,0
26,88,5.00e-03,0,0
27,58,9.66e-07,0,0
27,85,4.10e-03,0,0
27,92,5.27e-04,0,0
27,111,3.69e-04,0,0
28,58,4.99e-03,0,0
28,68,1.39e-05,0,0
28,79,7.67e-08,0,0
29,16,1.45e-03,0,0
29,63,5.01e-04,0,0
29,86,5.65e-06,0,0
29,111,3.05e-03,0,0
30,30,2.98e-06,0,0
30,58,1.80e-10,0,0
30,68,4.35e-03,0,0
30,79,6.44e-04,0,0
31,11,4.69e-04,0,0
31,18,3.91e-03,0,0
31,27,3.40e-07,0,0
31,38,6.19e-04,0,0
31,67,3.57e-08,0,0
32,11,2.54e-03,0,0
32,18,6.46e-08,0,0
32,38,2.39e-03,0,0
32,67,7.09e-05,0,0
33,12,5.90e-04,0,0
33,51,4.23e-03,0,0
33,112,1.84e-04,0,0
34,34,5.00e-03,0,0
34,62,4.81e-09,0,0
35,75,5.00e-03,0,0
35,94,1.46e-08,0,0
36,49,1.58e-03,0,0
36,72,3.42e-03,0,0
37,64,4.87e-03,0,0
37,71,7.84e-08,0,0
37,98,1.53e-08,0,0
37,110,1.26e-04,0,0
38,50,4.93e-04,0,0
38,55,5.37e-05,0,0
38,94,4.45e-03,0,0
39,74,3.98e-04,0,0
39,77,2.73e-08,0,0
39,83,4.60e-03,0,0
40,7,1.05e-06,0,0
40,31,2.80e-08,0,0
40,32,2.65e-04,0,0
40,43,2.51e-10,0,0
