i,j,val,ci,cj
0,20,4.18e-03,0,0
0,81,8.16e-04,0,0
1,15,8.60e-06,0,0
1,26,1.91e-03,0,0
1,73,8.02e-05,0,0
1,113,3.00e-03,0,0
2,158,3.53e-03,0,1
2,173,1.47e-03,0,1
2,177,1.14e-06,0,1
3,66,4.32e-03,0,0
3,82,6.84e-04,0,0
4,51,2.60e-10,0,0
4,93,4.23e-03,0,0
4,100,7.66e-04,0,0
5,5,2.90e-03,0,0
5,6,1.76e-03,0,0
5,28,2.07e-04,0,0
5,77,1.33e-04,0,0
5,90,5.10e-08,0,0
6,5,3.25e-07,0,0
6,6,7.30e-06,0,0
6,28,1.22e-07,0,0
6,47,2.37e-03,0,0
6,77,2.62e-03,0,0
6,105,7.78e-07,0,0
7,11,1.50e-10,0,0
7,23,4.85e-09,0,0
7,38,1.63e-07,0,0
7,50,3.86e-06,0,0
7,55,1.11e-03,0,0
7,67,3.84e-03,0,0
7,89,3.12e-10,0,0
7,91,5.06e-05,0,0
7,94,1.92e-06,0,0
8,11,5.69e-07,0,0
8,18,1.03e-03,0,0
8,27,3.54e-08,0,0
8,35,3.23e-03,0,0
8,38,2.24e-08,0,0
8,43,7.38e-04,0,0
9,66,6.82e-04,0,0
9,78,2.25e-05,0,0
9,82,4.30e-03,0,0
9,96,2.96e-09,0,0
10,7,7.05e-06,0,0
10,31,6.13e-06,0,0
10,32,4.12e-04,0,0
10,43,1.83e-04,0,0
10,100,3.10e-04,0,0
10,101,4.08e-03,0,0
11,71,1.57e-04,0,0
11,87,4.84e-03,0,0
11,97,4.32e-07,0,0
11,110,3.84e-07,0,0
11,149,3.38e-09,0,1
12,23,2.46e-09,0,0
12,99,2.85e-05,0,0
12,102,8.22e-05,0,0
12,104,2.03e-04,0,0
12,107,2.34e-05,0,0
12,109,4.66e-03,0,0
13,11,2.55e-03,0,0
13,18,1.17e-08,0,0
13,27,9.49e-09,0,0
13,38,2.45e-03,0,0
14,44,5.00e-03,0,0
14,86,3.78e-08,0,0
14,88,4.39e-08,0,0
14,103,1.22e-08,0,0
15,2,3.24e-08,0,0
15,30,2.97e-04,0,0
15,69,4.70e-03,0,0
16,22,1.16e-03,0,0
16,42,8.97e-04,0,0
16,48,2.94e-03,0,0
17,100,3.00e-03,0,0
